Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly)  
 11/02  05:00:00,15.0,0.0,0.0,0.69,0.0
 11/02  06:00:00,15.0,0.0,0.0,0.71,0.0
 11/02  07:00:00,15.0,0.04,0.01,0.66,0.0
 11/02  08:00:00,15.0,0.08,0.03,0.55,0.0
 11/02  09:00:00,21.9,0.38,0.13,2.52,0.0
 11/02  10:00:00,22.0,0.38,0.13,1.44,0.0
 11/02  11:00:00,22.0,0.38,0.13,0.82,0.0
 11/02  12:00:00,22.0,0.38,0.13,0.42,0.0
 11/02  13:00:00,22.0,0.2,0.07,0.38,0.0
 11/02  14:00:00,22.07,0.38,0.13,0.02,0.0
 11/02  15:00:00,22.55,0.38,0.13,0.0,0.0
 11/02  16:00:00,22.98,0.38,0.13,0.0,0.0
 11/02  17:00:00,23.06,0.38,0.13,0.0,0.0
 11/02  18:00:00,22.05,0.12,0.04,0.13,0.0
 11/02  19:00:00,20.57,0.04,0.01,0.0,0.0
 11/02  20:00:00,19.43,0.04,0.01,0.0,0.0
 11/02  21:00:00,18.21,0.02,0.01,0.0,0.0
 11/02  22:00:00,16.92,0.02,0.01,0.0,0.0
 11/02  23:00:00,15.72,0.02,0.01,0.0,0.0
 11/02  24:00:00,15.02,0.02,0.01,0.09,0.0
 11/03  01:00:00,15.0,0.0,0.0,0.33,0.0
 11/03  02:00:00,15.0,0.0,0.0,0.46,0.0
 11/03  03:00:00,15.0,0.0,0.0,0.57,0.0
 11/03  04:00:00,15.0,0.0,0.0,0.66,0.0
 11/03  05:00:00,15.0,0.0,0.0,0.73,0.0
 11/03  06:00:00,15.0,0.0,0.0,0.79,0.0
 11/03  07:00:00,15.0,0.04,0.01,0.76,0.0
 11/03  08:00:00,15.0,0.08,0.03,0.7,0.0
 11/03  09:00:00,21.9,0.38,0.13,2.82,0.0
 11/03  10:00:00,22.0,0.38,0.13,1.81,0.0
 11/03  11:00:00,22.0,0.38,0.13,1.25,0.0
 11/03  12:00:00,22.0,0.38,0.13,0.92,0.0
 11/03  13:00:00,22.0,0.2,0.07,0.9,0.0
 11/03  14:00:00,22.0,0.38,0.13,0.58,0.0
 11/03  15:00:00,22.0,0.38,0.13,0.46,0.0
 11/03  16:00:00,22.0,0.38,0.13,0.4,0.0
 11/03  17:00:00,22.0,0.38,0.13,0.42,0.0
 11/03  18:00:00,22.0,0.12,0.04,0.78,0.0
 11/03  19:00:00,18.59,0.04,0.01,0.0,0.0
 11/03  20:00:00,17.0,0.04,0.01,0.0,0.0
 11/03  21:00:00,15.83,0.02,0.01,0.0,0.0
 11/03  22:00:00,15.04,0.02,0.01,0.09,0.0
 11/03  23:00:00,15.0,0.02,0.01,0.33,0.0
 11/03  24:00:00,15.0,0.02,0.01,0.47,0.0
 11/04  01:00:00,15.0,0.0,0.0,0.61,0.0
 11/04  02:00:00,15.0,0.0,0.0,0.71,0.0
 11/04  03:00:00,15.0,0.0,0.0,0.79,0.0
 11/04  04:00:00,15.0,0.0,0.0,0.86,0.0
 11/04  05:00:00,15.0,0.0,0.0,0.9,0.0
 11/04  06:00:00,15.0,0.0,0.0,0.93,0.0
 11/04  07:00:00,15.0,0.04,0.01,0.9,0.0
 11/04  08:00:00,15.0,0.04,0.01,0.9,0.0
 11/04  09:00:00,21.88,0.12,0.04,3.36,0.0
 11/04  10:00:00,22.0,0.12,0.04,2.43,0.0
 11/04  11:00:00,22.0,0.12,0.04,1.93,0.0
 11/04  12:00:00,22.0,0.12,0.04,1.65,0.0
 11/04  13:00:00,22.0,0.04,0.01,1.54,0.0
 11/04  14:00:00,22.0,0.04,0.01,1.44,0.0
 11/04  15:00:00,22.0,0.04,0.01,1.39,0.0
 11/04  16:00:00,22.0,0.04,0.01,1.37,0.0
 11/04  17:00:00,22.0,0.04,0.01,1.39,0.0
 11/04  18:00:00,22.0,0.0,0.0,1.46,0.0
 11/04  19:00:00,17.2,0.0,0.0,0.0,0.0
 11/04  20:00:00,15.34,0.0,0.0,0.02,0.0
 11/04  21:00:00,15.0,0.0,0.0,0.29,0.0
 11/04  22:00:00,15.0,0.0,0.0,0.49,0.0
 11/04  23:00:00,15.0,0.0,0.0,0.61,0.0
 11/04  24:00:00,15.0,0.0,0.0,0.72,0.0
 11/05  01:00:00,15.0,0.0,0.0,0.82,0.0
 11/05  02:00:00,15.0,0.0,0.0,0.89,0.0
 11/05  03:00:00,15.0,0.0,0.0,0.94,0.0
 11/05  04:00:00,15.0,0.0,0.0,0.97,0.0
 11/05  05:00:00,15.0,0.0,0.0,1.0,0.0
 11/05  06:00:00,15.0,0.0,0.0,1.01,0.0
 11/05  07:00:00,15.0,0.0,0.0,1.02,0.0
 11/05  08:00:00,15.0,0.0,0.0,1.02,0.0
 11/05  09:00:00,21.88,0.0,0.0,3.56,0.0
 11/05  10:00:00,22.0,0.0,0.0,2.58,0.0
 11/05  11:00:00,22.0,0.0,0.0,2.02,0.0
 11/05  12:00:00,22.0,0.0,0.0,1.67,0.0
 11/05  13:00:00,22.0,0.0,0.0,1.43,0.0
 11/05  14:00:00,22.0,0.0,0.0,1.25,0.0
 11/05  15:00:00,22.0,0.0,0.0,1.11,0.0
 11/05  16:00:00,22.0,0.0,0.0,1.01,0.0
 11/05  17:00:00,22.0,0.0,0.0,1.03,0.0
 11/05  18:00:00,22.0,0.0,0.0,1.14,0.0
 11/05  19:00:00,17.82,0.0,0.0,0.0,0.0
 11/05  20:00:00,15.95,0.0,0.0,0.0,0.0
 11/05  21:00:00,15.02,0.0,0.0,0.16,0.0
 11/05  22:00:00,15.0,0.0,0.0,0.49,0.0
 11/05  23:00:00,15.0,0.0,0.0,0.68,0.0
 11/05  24:00:00,15.0,0.0,0.0,0.87,0.0
 11/06  01:00:00,15.0,0.0,0.0,1.04,0.0
 11/06  02:00:00,15.0,0.0,0.0,1.14,0.0
 11/06  03:00:00,15.0,0.0,0.0,1.19,0.0
 11/06  04:00:00,15.0,0.0,0.0,1.22,0.0
 11/06  05:00:00,15.0,0.0,0.0,1.2,0.0
 11/06  06:00:00,15.0,0.0,0.0,1.15,0.0
 11/06  07:00:00,15.0,0.04,0.01,1.04,0.0
 11/06  08:00:00,15.0,0.08,0.03,0.92,0.0
 11/06  09:00:00,21.89,0.38,0.13,3.09,0.0
 11/06  10:00:00,22.0,0.38,0.13,2.01,0.0
 11/06  11:00:00,22.0,0.38,0.13,1.43,0.0
 11/06  12:00:00,22.0,0.38,0.13,1.06,0.0
 11/06  13:00:00,22.0,0.2,0.07,1.0,0.0
 11/06  14:00:00,22.0,0.38,0.13,0.66,0.0
 11/06  15:00:00,22.0,0.38,0.13,0.52,0.0
 11/06  16:00:00,22.0,0.38,0.13,0.42,0.0
 11/06  17:00:00,22.0,0.38,0.13,0.44,0.0
 11/06  18:00:00,22.0,0.12,0.04,0.81,0.0
 11/06  19:00:00,18.39,0.04,0.01,0.0,0.0
 11/06  20:00:00,16.59,0.04,0.01,0.0,0.0
 11/06  21:00:00,15.22,0.02,0.01,0.06,0.0
 11/06  22:00:00,15.0,0.02,0.01,0.43,0.0
 11/06  23:00:00,15.0,0.02,0.01,0.67,0.0
 11/06  24:00:00,15.0,0.02,0.01,0.83,0.0
 11/07  01:00:00,15.0,0.0,0.0,1.02,0.0
 11/07  02:00:00,15.0,0.0,0.0,1.14,0.0
 11/07  03:00:00,15.0,0.0,0.0,1.22,0.0
 11/07  04:00:00,15.0,0.0,0.0,1.26,0.0
 11/07  05:00:00,15.0,0.0,0.0,1.19,0.0
 11/07  06:00:00,15.0,0.0,0.0,1.06,0.0
 11/07  07:00:00,15.0,0.04,0.01,0.85,0.0
 11/07  08:00:00,15.0,0.08,0.03,0.73,0.0
 11/07  09:00:00,21.89,0.38,0.13,2.94,0.0
 11/07  10:00:00,22.0,0.38,0.13,2.04,0.0
 11/07  11:00:00,22.0,0.38,0.13,1.54,0.0
 11/07  12:00:00,22.0,0.38,0.13,1.19,0.0
 11/07  13:00:00,22.0,0.2,0.07,1.16,0.0
 11/07  14:00:00,22.0,0.38,0.13,0.87,0.0
 11/07  15:00:00,22.0,0.38,0.13,0.77,0.0
 11/07  16:00:00,22.0,0.38,0.13,0.72,0.0
 11/07  17:00:00,22.0,0.38,0.13,0.74,0.0
 11/07  18:00:00,22.0,0.12,0.04,1.07,0.0
 11/07  19:00:00,17.8,0.04,0.01,0.0,0.0
 11/07  20:00:00,16.12,0.04,0.01,0.0,0.0
 11/07  21:00:00,15.21,0.02,0.01,0.01,0.0
 11/07  22:00:00,15.0,0.02,0.01,0.12,0.0
 11/07  23:00:00,15.0,0.02,0.01,0.26,0.0
 11/07  24:00:00,15.0,0.02,0.01,0.41,0.0
 11/08  01:00:00,15.0,0.0,0.0,0.57,0.0
 11/08  02:00:00,15.0,0.0,0.0,0.68,0.0
 11/08  03:00:00,15.0,0.0,0.0,0.75,0.0
 11/08  04:00:00,15.0,0.0,0.0,0.81,0.0
 11/08  05:00:00,15.0,0.0,0.0,0.86,0.0
 11/08  06:00:00,15.0,0.0,0.0,0.89,0.0
 11/08  07:00:00,15.0,0.04,0.01,0.86,0.0
 11/08  08:00:00,15.0,0.08,0.03,0.79,0.0
 11/08  09:00:00,21.89,0.38,0.13,2.95,0.0
 11/08  10:00:00,22.0,0.38,0.13,1.96,0.0
 11/08  11:00:00,22.0,0.38,0.13,1.38,0.0
 11/08  12:00:00,22.0,0.38,0.13,1.0,0.0
 11/08  13:00:00,22.0,0.2,0.07,0.92,0.0
 11/08  14:00:00,22.0,0.38,0.13,0.6,0.0
 11/08  15:00:00,22.0,0.38,0.13,0.53,0.0
 11/08  16:00:00,22.0,0.38,0.13,0.53,0.0
 11/08  17:00:00,22.0,0.38,0.13,0.54,0.0
 11/08  18:00:00,22.0,0.12,0.04,0.83,0.0
 11/08  19:00:00,18.58,0.04,0.01,0.0,0.0
 11/08  20:00:00,17.07,0.04,0.01,0.0,0.0
 11/08  21:00:00,15.97,0.02,0.01,0.0,0.0
 11/08  22:00:00,15.1,0.02,0.01,0.05,0.0
 11/08  23:00:00,15.0,0.02,0.01,0.23,0.0
 11/08  24:00:00,15.0,0.02,0.01,0.3,0.0
 11/09  01:00:00,15.0,0.0,0.0,0.36,0.0
 11/09  02:00:00,15.0,0.0,0.0,0.4,0.0
 11/09  03:00:00,15.0,0.0,0.0,0.42,0.0
 11/09  04:00:00,15.0,0.0,0.0,0.45,0.0
 11/09  05:00:00,15.0,0.0,0.0,0.45,0.0
 11/09  06:00:00,15.0,0.0,0.0,0.41,0.0
 11/09  07:00:00,15.0,0.04,0.01,0.34,0.0
 11/09  08:00:00,15.0,0.08,0.03,0.3,0.0
 11/09  09:00:00,21.91,0.38,0.13,2.39,0.0
 11/09  10:00:00,22.0,0.38,0.13,1.63,0.0
 11/09  11:00:00,22.0,0.38,0.13,1.2,0.0
 11/09  12:00:00,22.0,0.38,0.13,0.9,0.0
 11/09  13:00:00,22.0,0.2,0.07,0.96,0.0
 11/09  14:00:00,22.0,0.38,0.13,0.68,0.0
 11/09  15:00:00,22.0,0.38,0.13,0.57,0.0
 11/09  16:00:00,22.0,0.38,0.13,0.55,0.0
 11/09  17:00:00,22.0,0.38,0.13,0.53,0.0
 11/09  18:00:00,22.0,0.12,0.04,0.81,0.0
 11/09  19:00:00,18.64,0.04,0.01,0.0,0.0
 11/09  20:00:00,17.22,0.04,0.01,0.0,0.0
 11/09  21:00:00,16.29,0.02,0.01,0.0,0.0
 11/09  22:00:00,15.47,0.02,0.01,0.0,0.0
 11/09  23:00:00,15.0,0.02,0.01,0.08,0.0
 11/09  24:00:00,15.0,0.02,0.01,0.21,0.0
 11/10  01:00:00,15.0,0.0,0.0,0.32,0.0
 11/10  02:00:00,15.0,0.0,0.0,0.39,0.0
 11/10  03:00:00,15.0,0.0,0.0,0.44,0.0
 11/10  04:00:00,15.0,0.0,0.0,0.48,0.0
 11/10  05:00:00,15.0,0.0,0.0,0.52,0.0
 11/10  06:00:00,15.0,0.0,0.0,0.54,0.0
 11/10  07:00:00,15.0,0.04,0.01,0.5,0.0
 11/10  08:00:00,15.0,0.08,0.03,0.43,0.0
 11/10  09:00:00,21.91,0.38,0.13,2.45,0.0
 11/10  10:00:00,22.0,0.38,0.13,1.51,0.0
 11/10  11:00:00,22.0,0.38,0.13,1.0,0.0
 11/10  12:00:00,22.0,0.38,0.13,0.69,0.0
 11/10  13:00:00,22.0,0.2,0.07,0.71,0.0
 11/10  14:00:00,22.0,0.38,0.13,0.37,0.0
 11/10  15:00:00,22.0,0.38,0.13,0.25,0.0
 11/10  16:00:00,22.0,0.38,0.13,0.18,0.0
 11/10  17:00:00,22.0,0.38,0.13,0.17,0.0
 11/10  18:00:00,22.0,0.12,0.04,0.5,0.0
 11/10  19:00:00,19.5,0.04,0.01,0.0,0.0
 11/10  20:00:00,18.37,0.04,0.01,0.0,0.0
 11/10  21:00:00,17.51,0.02,0.01,0.0,0.0
 11/10  22:00:00,16.79,0.02,0.01,0.0,0.0
 11/10  23:00:00,16.14,0.02,0.01,0.0,0.0
 11/10  24:00:00,15.55,0.02,0.01,0.0,0.0
 11/11  01:00:00,15.03,0.0,0.0,0.04,0.0
 11/11  02:00:00,15.0,0.0,0.0,0.16,0.0
 11/11  03:00:00,15.0,0.0,0.0,0.22,0.0
 11/11  04:00:00,15.0,0.0,0.0,0.27,0.0
 11/11  05:00:00,15.0,0.0,0.0,0.32,0.0
 11/11  06:00:00,15.0,0.0,0.0,0.36,0.0
 11/11  07:00:00,15.0,0.04,0.01,0.33,0.0
 11/11  08:00:00,15.0,0.04,0.01,0.34,0.0
 11/11  09:00:00,21.9,0.12,0.04,2.61,0.0
 11/11  10:00:00,22.0,0.12,0.04,1.8,0.0
 11/11  11:00:00,22.0,0.12,0.04,1.34,0.0
 11/11  12:00:00,22.0,0.12,0.04,1.05,0.0
 11/11  13:00:00,22.0,0.04,0.01,0.96,0.0
 11/11  14:00:00,22.0,0.04,0.01,0.86,0.0
 11/11  15:00:00,22.0,0.04,0.01,0.8,0.0
 11/11  16:00:00,22.0,0.04,0.01,0.77,0.0
 11/11  17:00:00,22.0,0.04,0.01,0.78,0.0
 11/11  18:00:00,22.0,0.0,0.0,0.85,0.0
 11/11  19:00:00,18.93,0.0,0.0,0.0,0.0
 11/11  20:00:00,17.71,0.0,0.0,0.0,0.0
 11/11  21:00:00,16.96,0.0,0.0,0.0,0.0
 11/11  22:00:00,16.27,0.0,0.0,0.0,0.0
 11/11  23:00:00,15.65,0.0,0.0,0.0,0.0
 11/11  24:00:00,15.1,0.0,0.0,0.01,0.0
 11/12  01:00:00,15.0,0.0,0.0,0.13,0.0
 11/12  02:00:00,15.0,0.0,0.0,0.22,0.0
 11/12  03:00:00,15.0,0.0,0.0,0.27,0.0
 11/12  04:00:00,15.0,0.0,0.0,0.32,0.0
 11/12  05:00:00,15.0,0.0,0.0,0.37,0.0
 11/12  06:00:00,15.0,0.0,0.0,0.4,0.0
 11/12  07:00:00,15.0,0.0,0.0,0.44,0.0
 11/12  08:00:00,15.0,0.0,0.0,0.46,0.0
 11/12  09:00:00,21.89,0.0,0.0,2.89,0.0
 11/12  10:00:00,22.0,0.0,0.0,2.07,0.0
 11/12  11:00:00,22.0,0.0,0.0,1.62,0.0
 11/12  12:00:00,22.0,0.0,0.0,1.36,0.0
 11/12  13:00:00,22.0,0.0,0.0,1.18,0.0
 11/12  14:00:00,22.0,0.0,0.0,1.07,0.0
 11/12  15:00:00,22.0,0.0,0.0,1.0,0.0
 11/12  16:00:00,22.0,0.0,0.0,0.96,0.0
 11/12  17:00:00,22.0,0.0,0.0,0.96,0.0
 11/12  18:00:00,22.0,0.0,0.0,0.97,0.0
 11/12  19:00:00,18.64,0.0,0.0,0.0,0.0
 11/12  20:00:00,17.35,0.0,0.0,0.0,0.0
 11/12  21:00:00,16.56,0.0,0.0,0.0,0.0
 11/12  22:00:00,15.83,0.0,0.0,0.0,0.0
 11/12  23:00:00,15.19,0.0,0.0,0.0,0.0
 11/12  24:00:00,15.0,0.0,0.0,0.11,0.0
 11/13  01:00:00,15.0,0.0,0.0,0.21,0.0
 11/13  02:00:00,15.0,0.0,0.0,0.27,0.0
 11/13  03:00:00,15.0,0.0,0.0,0.31,0.0
 11/13  04:00:00,15.0,0.0,0.0,0.35,0.0
 11/13  05:00:00,15.0,0.0,0.0,0.39,0.0
 11/13  06:00:00,15.0,0.0,0.0,0.42,0.0
 11/13  07:00:00,15.0,0.04,0.01,0.39,0.0
 11/13  08:00:00,15.0,0.08,0.03,0.33,0.0
 11/13  09:00:00,21.91,0.38,0.13,2.32,0.0
 11/13  10:00:00,22.0,0.38,0.13,1.44,0.0
 11/13  11:00:00,22.0,0.38,0.13,0.94,0.0
 11/13  12:00:00,22.0,0.38,0.13,0.6,0.0
 11/13  13:00:00,22.0,0.2,0.07,0.59,0.0
 11/13  14:00:00,22.0,0.38,0.13,0.26,0.0
 11/13  15:00:00,22.0,0.38,0.13,0.14,0.0
 11/13  16:00:00,22.0,0.38,0.13,0.08,0.0
 11/13  17:00:00,22.0,0.38,0.13,0.09,0.0
 11/13  18:00:00,22.0,0.12,0.04,0.43,0.0
 11/13  19:00:00,19.65,0.04,0.01,0.0,0.0
 11/13  20:00:00,18.53,0.04,0.01,0.0,0.0
 11/13  21:00:00,17.71,0.02,0.01,0.0,0.0
 11/13  22:00:00,16.95,0.02,0.01,0.0,0.0
 11/13  23:00:00,16.2,0.02,0.01,0.0,0.0
 11/13  24:00:00,15.5,0.02,0.01,0.0,0.0
 11/14  01:00:00,15.0,0.0,0.0,0.1,0.0
 11/14  02:00:00,15.0,0.0,0.0,0.24,0.0
 11/14  03:00:00,15.0,0.0,0.0,0.3,0.0
 11/14  04:00:00,15.0,0.0,0.0,0.34,0.0
 11/14  05:00:00,15.0,0.0,0.0,0.41,0.0
 11/14  06:00:00,15.0,0.0,0.0,0.49,0.0
 11/14  07:00:00,15.0,0.04,0.01,0.5,0.0
 11/14  08:00:00,15.0,0.08,0.03,0.46,0.0
 11/14  09:00:00,21.9,0.38,0.13,2.51,0.0
 11/14  10:00:00,22.0,0.38,0.13,1.57,0.0
 11/14  11:00:00,22.0,0.38,0.13,1.04,0.0
 11/14  12:00:00,22.0,0.38,0.13,0.71,0.0
 11/14  13:00:00,22.0,0.2,0.07,0.71,0.0
 11/14  14:00:00,22.0,0.38,0.13,0.41,0.0
 11/14  15:00:00,22.0,0.38,0.13,0.33,0.0
 11/14  16:00:00,22.0,0.38,0.13,0.3,0.0
 11/14  17:00:00,22.0,0.38,0.13,0.33,0.0
 11/14  18:00:00,22.0,0.12,0.04,0.68,0.0
 11/14  19:00:00,18.92,0.04,0.01,0.0,0.0
 11/14  20:00:00,17.42,0.04,0.01,0.0,0.0
 11/14  21:00:00,16.27,0.02,0.01,0.0,0.0
 11/14  22:00:00,15.25,0.02,0.01,0.02,0.0
 11/14  23:00:00,15.0,0.02,0.01,0.23,0.0
 11/14  24:00:00,15.0,0.02,0.01,0.39,0.0
 11/15  01:00:00,15.0,0.0,0.0,0.52,0.0
 11/15  02:00:00,15.0,0.0,0.0,0.65,0.0
 11/15  03:00:00,15.0,0.0,0.0,0.76,0.0
 11/15  04:00:00,15.0,0.0,0.0,0.86,0.0
 11/15  05:00:00,15.0,0.0,0.0,0.96,0.0
 11/15  06:00:00,15.0,0.0,0.0,1.05,0.0
 11/15  07:00:00,15.0,0.04,0.01,1.07,0.0
 11/15  08:00:00,15.0,0.08,0.03,0.99,0.0
 11/15  09:00:00,21.89,0.38,0.13,3.12,0.0
 11/15  10:00:00,22.0,0.38,0.13,1.98,0.0
 11/15  11:00:00,22.0,0.38,0.13,1.37,0.0
 11/15  12:00:00,22.0,0.38,0.13,0.99,0.0
 11/15  13:00:00,22.0,0.2,0.07,0.92,0.0
 11/15  14:00:00,22.0,0.38,0.13,0.53,0.0
 11/15  15:00:00,22.0,0.38,0.13,0.34,0.0
 11/15  16:00:00,22.0,0.38,0.13,0.21,0.0
 11/15  17:00:00,22.0,0.38,0.13,0.19,0.0
 11/15  18:00:00,22.0,0.12,0.04,0.54,0.0
 11/15  19:00:00,19.31,0.04,0.01,0.0,0.0
 11/15  20:00:00,18.04,0.04,0.01,0.0,0.0
 11/15  21:00:00,17.06,0.02,0.01,0.0,0.0
 11/15  22:00:00,16.21,0.02,0.01,0.0,0.0
 11/15  23:00:00,15.42,0.02,0.01,0.0,0.0
 11/15  24:00:00,15.0,0.02,0.01,0.1,0.0
 11/16  01:00:00,15.0,0.0,0.0,0.27,0.0
 11/16  02:00:00,15.0,0.0,0.0,0.37,0.0
 11/16  03:00:00,15.0,0.0,0.0,0.46,0.0
 11/16  04:00:00,15.0,0.0,0.0,0.54,0.0
 11/16  05:00:00,15.0,0.0,0.0,0.6,0.0
 11/16  06:00:00,15.0,0.0,0.0,0.65,0.0
 11/16  07:00:00,15.0,0.04,0.01,0.62,0.0
 11/16  08:00:00,15.0,0.08,0.03,0.57,0.0
 11/16  09:00:00,21.9,0.38,0.13,2.67,0.0
 11/16  10:00:00,22.0,0.38,0.13,1.71,0.0
 11/16  11:00:00,22.0,0.38,0.13,1.2,0.0
 11/16  12:00:00,22.0,0.38,0.13,0.89,0.0
 11/16  13:00:00,22.0,0.2,0.07,0.91,0.0
 11/16  14:00:00,22.0,0.38,0.13,0.62,0.0
 11/16  15:00:00,22.0,0.38,0.13,0.53,0.0
 11/16  16:00:00,22.0,0.38,0.13,0.48,0.0
 11/16  17:00:00,22.0,0.38,0.13,0.47,0.0
 11/16  18:00:00,22.0,0.12,0.04,0.78,0.0
 11/16  19:00:00,18.7,0.04,0.01,0.0,0.0
 11/16  20:00:00,17.26,0.04,0.01,0.0,0.0
 11/16  21:00:00,16.28,0.02,0.01,0.0,0.0
 11/16  22:00:00,15.45,0.02,0.01,0.0,0.0
 11/16  23:00:00,15.0,0.02,0.01,0.1,0.0
 11/16  24:00:00,15.0,0.02,0.01,0.26,0.0
 11/17  01:00:00,15.0,0.0,0.0,0.38,0.0
 11/17  02:00:00,15.0,0.0,0.0,0.47,0.0
 11/17  03:00:00,15.0,0.0,0.0,0.54,0.0
 11/17  04:00:00,15.0,0.0,0.0,0.61,0.0
 11/17  05:00:00,15.0,0.0,0.0,0.67,0.0
 11/17  06:00:00,15.0,0.0,0.0,0.72,0.0
 11/17  07:00:00,15.0,0.04,0.01,0.7,0.0
 11/17  08:00:00,15.0,0.08,0.03,0.65,0.0
 11/17  09:00:00,21.9,0.38,0.13,2.8,0.0
 11/17  10:00:00,22.0,0.38,0.13,1.85,0.0
 11/17  11:00:00,22.0,0.38,0.13,1.32,0.0
 11/17  12:00:00,22.0,0.38,0.13,0.98,0.0
 11/17  13:00:00,22.0,0.2,0.07,0.95,0.0
 11/17  14:00:00,22.0,0.38,0.13,0.62,0.0
 11/17  15:00:00,22.0,0.38,0.13,0.48,0.0
 11/17  16:00:00,22.0,0.38,0.13,0.39,0.0
 11/17  17:00:00,22.0,0.38,0.13,0.42,0.0
 11/17  18:00:00,22.0,0.12,0.04,0.79,0.0
 11/17  19:00:00,18.44,0.04,0.01,0.0,0.0
 11/17  20:00:00,16.69,0.04,0.01,0.0,0.0
 11/17  21:00:00,15.35,0.02,0.01,0.02,0.0
 11/17  22:00:00,15.0,0.02,0.01,0.32,0.0
 11/17  23:00:00,15.0,0.02,0.01,0.56,0.0
 11/17  24:00:00,15.0,0.02,0.01,0.71,0.0
 11/18  01:00:00,15.0,0.0,0.0,0.89,0.0
 11/18  02:00:00,15.0,0.0,0.0,1.02,0.0
 11/18  03:00:00,15.0,0.0,0.0,1.11,0.0
 11/18  04:00:00,15.0,0.0,0.0,1.17,0.0
 11/18  05:00:00,15.0,0.0,0.0,1.21,0.0
 11/18  06:00:00,15.0,0.0,0.0,1.23,0.0
 11/18  07:00:00,15.0,0.04,0.01,1.18,0.0
 11/18  08:00:00,15.0,0.04,0.01,1.12,0.0
 11/18  09:00:00,21.88,0.12,0.04,3.52,0.0
 11/18  10:00:00,22.0,0.12,0.04,2.4,0.0
 11/18  11:00:00,22.0,0.12,0.04,1.79,0.0
 11/18  12:00:00,22.0,0.12,0.04,1.41,0.0
 11/18  13:00:00,22.0,0.04,0.01,1.23,0.0
 11/18  14:00:00,22.0,0.04,0.01,1.07,0.0
 11/18  15:00:00,22.0,0.04,0.01,0.97,0.0
 11/18  16:00:00,22.0,0.04,0.01,0.92,0.0
 11/18  17:00:00,22.0,0.04,0.01,0.93,0.0
 11/18  18:00:00,22.0,0.0,0.0,1.02,0.0
 11/18  19:00:00,18.38,0.0,0.0,0.0,0.0
 11/18  20:00:00,16.87,0.0,0.0,0.0,0.0
 11/18  21:00:00,15.92,0.0,0.0,0.0,0.0
 11/18  22:00:00,15.12,0.0,0.0,0.04,0.0
 11/18  23:00:00,15.0,0.0,0.0,0.21,0.0
 11/18  24:00:00,15.0,0.0,0.0,0.32,0.0
 11/19  01:00:00,15.0,0.0,0.0,0.4,0.0
 11/19  02:00:00,15.0,0.0,0.0,0.48,0.0
 11/19  03:00:00,15.0,0.0,0.0,0.56,0.0
 11/19  04:00:00,15.0,0.0,0.0,0.63,0.0
 11/19  05:00:00,15.0,0.0,0.0,0.69,0.0
 11/19  06:00:00,15.0,0.0,0.0,0.74,0.0
 11/19  07:00:00,15.0,0.0,0.0,0.78,0.0
 11/19  08:00:00,15.0,0.0,0.0,0.79,0.0
 11/19  09:00:00,21.88,0.0,0.0,3.28,0.0
 11/19  10:00:00,22.0,0.0,0.0,2.37,0.0
 11/19  11:00:00,22.0,0.0,0.0,1.85,0.0
 11/19  12:00:00,22.0,0.0,0.0,1.5,0.0
 11/19  13:00:00,22.0,0.0,0.0,1.26,0.0
 11/19  14:00:00,22.0,0.0,0.0,1.12,0.0
 11/19  15:00:00,22.0,0.0,0.0,1.05,0.0
 11/19  16:00:00,22.0,0.0,0.0,1.02,0.0
 11/19  17:00:00,22.0,0.0,0.0,1.06,0.0
 11/19  18:00:00,22.0,0.0,0.0,1.12,0.0
 11/19  19:00:00,18.06,0.0,0.0,0.0,0.0
 11/19  20:00:00,16.38,0.0,0.0,0.0,0.0
 11/19  21:00:00,15.31,0.0,0.0,0.01,0.0
 11/19  22:00:00,15.0,0.0,0.0,0.21,0.0
 11/19  23:00:00,15.0,0.0,0.0,0.38,0.0
 11/19  24:00:00,15.0,0.0,0.0,0.49,0.0
 11/20  01:00:00,15.0,0.0,0.0,0.59,0.0
 11/20  02:00:00,15.0,0.0,0.0,0.68,0.0
 11/20  03:00:00,15.0,0.0,0.0,0.75,0.0
 11/20  04:00:00,15.0,0.0,0.0,0.8,0.0
 11/20  05:00:00,15.0,0.0,0.0,0.85,0.0
 11/20  06:00:00,15.0,0.0,0.0,0.88,0.0
 11/20  07:00:00,15.0,0.04,0.01,0.85,0.0
 11/20  08:00:00,15.0,0.08,0.03,0.79,0.0
 11/20  09:00:00,21.89,0.38,0.13,2.96,0.0
 11/20  10:00:00,22.0,0.38,0.13,1.98,0.0
 11/20  11:00:00,22.0,0.38,0.13,1.46,0.0
 11/20  12:00:00,22.0,0.38,0.13,1.14,0.0
 11/20  13:00:00,22.0,0.2,0.07,1.13,0.0
 11/20  14:00:00,22.0,0.38,0.13,0.84,0.0
 11/20  15:00:00,22.0,0.38,0.13,0.74,0.0
 11/20  16:00:00,22.0,0.38,0.13,0.71,0.0
 11/20  17:00:00,22.0,0.38,0.13,0.72,0.0
 11/20  18:00:00,22.0,0.12,0.04,1.03,0.0
 11/20  19:00:00,17.89,0.04,0.01,0.0,0.0
