Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly) 
 01/19  03:00:00,15.0,0.0,0.0,1.37,0.0
 01/19  04:00:00,15.0,0.0,0.0,1.46,0.0
 01/19  05:00:00,15.0,0.0,0.0,1.49,0.0
 01/19  06:00:00,15.0,0.0,0.0,1.48,0.0
 01/19  07:00:00,15.0,0.04,0.01,1.4,0.0
 01/19  08:00:00,15.0,0.08,0.03,1.33,0.0
 01/19  09:00:00,21.88,0.38,0.13,3.67,0.0
 01/19  10:00:00,22.0,0.38,0.13,2.62,0.0
 01/19  11:00:00,22.0,0.38,0.13,2.08,0.0
 01/19  12:00:00,22.0,0.38,0.13,1.75,0.0
 01/19  13:00:00,22.0,0.2,0.07,1.7,0.0
 01/19  14:00:00,22.0,0.38,0.13,1.43,0.0
 01/19  15:00:00,22.0,0.38,0.13,1.3,0.0
 01/19  16:00:00,22.0,0.38,0.13,1.23,0.0
 01/19  17:00:00,22.0,0.38,0.13,1.19,0.0
 01/19  18:00:00,22.0,0.12,0.04,1.43,0.0
 01/19  19:00:00,17.02,0.04,0.01,0.0,0.0
 01/19  20:00:00,15.19,0.04,0.01,0.07,0.0
 01/19  21:00:00,15.0,0.02,0.01,0.42,0.0
 01/19  22:00:00,15.0,0.02,0.01,0.63,0.0
 01/19  23:00:00,15.0,0.02,0.01,0.74,0.0
 01/19  24:00:00,15.0,0.02,0.01,0.8,0.0
 01/20  01:00:00,15.0,0.0,0.0,0.89,0.0
 01/20  02:00:00,15.0,0.0,0.0,0.95,0.0
 01/20  03:00:00,15.0,0.0,0.0,0.99,0.0
 01/20  04:00:00,15.0,0.0,0.0,1.04,0.0
 01/20  05:00:00,15.0,0.0,0.0,1.05,0.0
 01/20  06:00:00,15.0,0.0,0.0,1.04,0.0
 01/20  07:00:00,15.0,0.04,0.01,0.96,0.0
 01/20  08:00:00,15.0,0.08,0.03,0.89,0.0
 01/20  09:00:00,21.89,0.38,0.13,3.12,0.0
 01/20  10:00:00,22.0,0.38,0.13,2.13,0.0
 01/20  11:00:00,22.0,0.38,0.13,1.61,0.0
 01/20  12:00:00,22.0,0.38,0.13,1.31,0.0
 01/20  13:00:00,22.0,0.2,0.07,1.3,0.0
 01/20  14:00:00,22.0,0.38,0.13,1.03,0.0
 01/20  15:00:00,22.0,0.38,0.13,0.93,0.0
 01/20  16:00:00,22.0,0.38,0.13,0.88,0.0
 01/20  17:00:00,22.0,0.38,0.13,0.88,0.0
 01/20  18:00:00,22.0,0.12,0.04,1.16,0.0
 01/20  19:00:00,17.65,0.04,0.01,0.0,0.0
 01/20  20:00:00,15.81,0.04,0.01,0.0,0.0
 01/20  21:00:00,15.0,0.02,0.01,0.19,0.0
 01/20  22:00:00,15.0,0.02,0.01,0.45,0.0
 01/20  23:00:00,15.0,0.02,0.01,0.6,0.0
 01/20  24:00:00,15.0,0.02,0.01,0.72,0.0
 01/21  01:00:00,15.0,0.0,0.0,0.85,0.0
 01/21  02:00:00,15.0,0.0,0.0,0.96,0.0
 01/21  03:00:00,15.0,0.0,0.0,1.05,0.0
 01/21  04:00:00,15.0,0.0,0.0,1.13,0.0
 01/21  05:00:00,15.0,0.0,0.0,1.18,0.0
 01/21  06:00:00,15.0,0.0,0.0,1.22,0.0
 01/21  07:00:00,15.0,0.04,0.01,1.19,0.0
 01/21  08:00:00,15.0,0.04,0.01,1.2,0.0
 01/21  09:00:00,21.87,0.12,0.04,3.74,0.0
 01/21  10:00:00,22.0,0.12,0.04,2.78,0.0
 01/21  11:00:00,22.0,0.12,0.04,2.29,0.0
 01/21  12:00:00,22.0,0.12,0.04,1.99,0.0
 01/21  13:00:00,22.0,0.04,0.01,1.87,0.0
 01/21  14:00:00,22.0,0.04,0.01,1.76,0.0
 01/21  15:00:00,22.0,0.04,0.01,1.69,0.0
 01/21  16:00:00,22.0,0.04,0.01,1.65,0.0
 01/21  17:00:00,22.0,0.04,0.01,1.65,0.0
 01/21  18:00:00,22.0,0.0,0.0,1.7,0.0
 01/21  19:00:00,16.61,0.0,0.0,0.0,0.0
 01/21  20:00:00,15.02,0.0,0.0,0.19,0.0
 01/21  21:00:00,15.0,0.0,0.0,0.51,0.0
 01/21  22:00:00,15.0,0.0,0.0,0.67,0.0
 01/21  23:00:00,15.0,0.0,0.0,0.8,0.0
 01/21  24:00:00,15.0,0.0,0.0,0.93,0.0
 01/22  01:00:00,15.0,0.0,0.0,1.02,0.0
 01/22  02:00:00,15.0,0.0,0.0,1.08,0.0
 01/22  03:00:00,15.0,0.0,0.0,1.12,0.0
 01/22  04:00:00,15.0,0.0,0.0,1.15,0.0
 01/22  05:00:00,15.0,0.0,0.0,1.17,0.0
 01/22  06:00:00,15.0,0.0,0.0,1.19,0.0
 01/22  07:00:00,15.0,0.0,0.0,1.2,0.0
 01/22  08:00:00,15.0,0.0,0.0,1.2,0.0
 01/22  09:00:00,21.87,0.0,0.0,3.79,0.0
 01/22  10:00:00,22.0,0.0,0.0,2.83,0.0
 01/22  11:00:00,22.0,0.0,0.0,2.31,0.0
 01/22  12:00:00,22.0,0.0,0.0,2.0,0.0
 01/22  13:00:00,22.0,0.0,0.0,1.77,0.0
 01/22  14:00:00,22.0,0.0,0.0,1.59,0.0
 01/22  15:00:00,22.0,0.0,0.0,1.46,0.0
 01/22  16:00:00,22.0,0.0,0.0,1.38,0.0
 01/22  17:00:00,22.0,0.0,0.0,1.35,0.0
 01/22  18:00:00,22.0,0.0,0.0,1.36,0.0
 01/22  19:00:00,17.58,0.0,0.0,0.0,0.0
 01/22  20:00:00,15.86,0.0,0.0,0.0,0.0
 01/22  21:00:00,15.03,0.0,0.0,0.09,0.0
 01/22  22:00:00,15.0,0.0,0.0,0.33,0.0
 01/22  23:00:00,15.0,0.0,0.0,0.45,0.0
 01/22  24:00:00,15.0,0.0,0.0,0.54,0.0
 01/23  01:00:00,15.0,0.0,0.0,0.65,0.0
 01/23  02:00:00,15.0,0.0,0.0,0.76,0.0
 01/23  03:00:00,15.0,0.0,0.0,0.84,0.0
 01/23  04:00:00,15.0,0.0,0.0,0.92,0.0
 01/23  05:00:00,15.0,0.0,0.0,1.0,0.0
 01/23  06:00:00,15.0,0.0,0.0,1.07,0.0
 01/23  07:00:00,15.0,0.04,0.01,1.08,0.0
 01/23  08:00:00,15.0,0.08,0.03,1.03,0.0
 01/23  09:00:00,21.89,0.38,0.13,3.26,0.0
 01/23  10:00:00,22.0,0.38,0.13,2.23,0.0
 01/23  11:00:00,22.0,0.38,0.13,1.68,0.0
 01/23  12:00:00,22.0,0.38,0.13,1.34,0.0
 01/23  13:00:00,22.0,0.2,0.07,1.3,0.0
 01/23  14:00:00,22.0,0.38,0.13,1.03,0.0
 01/23  15:00:00,22.0,0.38,0.13,0.96,0.0
 01/23  16:00:00,22.0,0.38,0.13,0.94,0.0
 01/23  17:00:00,22.0,0.38,0.13,0.91,0.0
 01/23  18:00:00,22.0,0.12,0.04,1.14,0.0
 01/23  19:00:00,17.82,0.04,0.01,0.0,0.0
 01/23  20:00:00,16.17,0.04,0.01,0.0,0.0
 01/23  21:00:00,15.2,0.02,0.01,0.02,0.0
 01/23  22:00:00,15.0,0.02,0.01,0.2,0.0
 01/23  23:00:00,15.0,0.02,0.01,0.34,0.0
 01/23  24:00:00,15.0,0.02,0.01,0.46,0.0
 01/24  01:00:00,15.0,0.0,0.0,0.61,0.0
 01/24  02:00:00,15.0,0.0,0.0,0.72,0.0
 01/24  03:00:00,15.0,0.0,0.0,0.81,0.0
 01/24  04:00:00,15.0,0.0,0.0,0.89,0.0
 01/24  05:00:00,15.0,0.0,0.0,0.94,0.0
 01/24  06:00:00,15.0,0.0,0.0,0.98,0.0
 01/24  07:00:00,15.0,0.04,0.01,0.95,0.0
 01/24  08:00:00,15.0,0.08,0.03,0.92,0.0
 01/24  09:00:00,21.89,0.38,0.13,3.16,0.0
 01/24  10:00:00,22.0,0.38,0.13,2.21,0.0
 01/24  11:00:00,22.0,0.38,0.13,1.69,0.0
 01/24  12:00:00,22.0,0.38,0.13,1.37,0.0
 01/24  13:00:00,22.0,0.2,0.07,1.34,0.0
 01/24  14:00:00,22.0,0.38,0.13,1.1,0.0
 01/24  15:00:00,22.0,0.38,0.13,1.04,0.0
 01/24  16:00:00,22.0,0.38,0.13,1.04,0.0
 01/24  17:00:00,22.0,0.38,0.13,1.04,0.0
 01/24  18:00:00,22.0,0.12,0.04,1.28,0.0
 01/24  19:00:00,17.42,0.04,0.01,0.0,0.0
 01/24  20:00:00,15.55,0.04,0.01,0.0,0.0
 01/24  21:00:00,15.0,0.02,0.01,0.28,0.0
 01/24  22:00:00,15.0,0.02,0.01,0.53,0.0
 01/24  23:00:00,15.0,0.02,0.01,0.65,0.0
 01/24  24:00:00,15.0,0.02,0.01,0.75,0.0
 01/25  01:00:00,15.0,0.0,0.0,0.86,0.0
 01/25  02:00:00,15.0,0.0,0.0,0.95,0.0
 01/25  03:00:00,15.0,0.0,0.0,1.03,0.0
 01/25  04:00:00,15.0,0.0,0.0,1.1,0.0
 01/25  05:00:00,15.0,0.0,0.0,1.17,0.0
 01/25  06:00:00,15.0,0.0,0.0,1.22,0.0
 01/25  07:00:00,15.0,0.04,0.01,1.22,0.0
 01/25  08:00:00,15.0,0.08,0.03,1.16,0.0
 01/25  09:00:00,21.88,0.38,0.13,3.42,0.0
 01/25  10:00:00,22.0,0.38,0.13,2.34,0.0
 01/25  11:00:00,22.0,0.38,0.13,1.77,0.0
 01/25  12:00:00,22.0,0.38,0.13,1.41,0.0
 01/25  13:00:00,22.0,0.2,0.07,1.34,0.0
 01/25  14:00:00,22.0,0.38,0.13,1.02,0.0
 01/25  15:00:00,22.0,0.38,0.13,0.87,0.0
 01/25  16:00:00,22.0,0.38,0.13,0.78,0.0
 01/25  17:00:00,22.0,0.38,0.13,0.82,0.0
 01/25  18:00:00,22.0,0.12,0.04,1.18,0.0
 01/25  19:00:00,17.32,0.04,0.01,0.0,0.0
 01/25  20:00:00,15.27,0.04,0.01,0.08,0.0
 01/25  21:00:00,15.0,0.02,0.01,0.57,0.0
 01/25  22:00:00,15.0,0.02,0.01,0.89,0.0
 01/25  23:00:00,15.0,0.02,0.01,1.11,0.0
 01/25  24:00:00,15.0,0.02,0.01,1.3,0.0
 01/26  01:00:00,15.0,0.0,0.0,1.47,0.0
 01/26  02:00:00,15.0,0.0,0.0,1.61,0.0
 01/26  03:00:00,15.0,0.0,0.0,1.72,0.0
 01/26  04:00:00,15.0,0.0,0.0,1.81,0.0
 01/26  05:00:00,15.0,0.0,0.0,1.85,0.0
 01/26  06:00:00,15.0,0.0,0.0,1.84,0.0
 01/26  07:00:00,15.0,0.04,0.01,1.77,0.0
 01/26  08:00:00,15.0,0.08,0.03,1.67,0.0
 01/26  09:00:00,21.87,0.38,0.13,4.06,0.0
 01/26  10:00:00,22.0,0.38,0.13,2.94,0.0
 01/26  11:00:00,22.0,0.38,0.13,2.34,0.0
 01/26  12:00:00,22.0,0.38,0.13,1.95,0.0
 01/26  13:00:00,22.0,0.2,0.07,1.83,0.0
 01/26  14:00:00,22.0,0.38,0.13,1.54,0.0
 01/26  15:00:00,22.0,0.38,0.13,1.41,0.0
 01/26  16:00:00,22.0,0.38,0.13,1.33,0.0
 01/26  17:00:00,22.0,0.38,0.13,1.32,0.0
 01/26  18:00:00,22.0,0.12,0.04,1.57,0.0
 01/26  19:00:00,16.63,0.04,0.01,0.0,0.0
 01/26  20:00:00,15.01,0.04,0.01,0.22,0.0
 01/26  21:00:00,15.0,0.02,0.01,0.58,0.0
 01/26  22:00:00,15.0,0.02,0.01,0.76,0.0
 01/26  23:00:00,15.0,0.02,0.01,0.9,0.0
 01/26  24:00:00,15.0,0.02,0.01,1.02,0.0
 01/27  01:00:00,15.0,0.0,0.0,1.13,0.0
 01/27  02:00:00,15.0,0.0,0.0,1.19,0.0
 01/27  03:00:00,15.0,0.0,0.0,1.23,0.0
 01/27  04:00:00,15.0,0.0,0.0,1.26,0.0
 01/27  05:00:00,15.0,0.0,0.0,1.27,0.0
 01/27  06:00:00,15.0,0.0,0.0,1.28,0.0
 01/27  07:00:00,15.0,0.04,0.01,1.23,0.0
 01/27  08:00:00,15.0,0.08,0.03,1.17,0.0
 01/27  09:00:00,21.88,0.38,0.13,3.46,0.0
 01/27  10:00:00,22.0,0.38,0.13,2.44,0.0
 01/27  11:00:00,22.0,0.38,0.13,1.91,0.0
 01/27  12:00:00,22.0,0.38,0.13,1.59,0.0
 01/27  13:00:00,22.0,0.2,0.07,1.55,0.0
 01/27  14:00:00,22.0,0.38,0.13,1.28,0.0
 01/27  15:00:00,22.0,0.38,0.13,1.15,0.0
 01/27  16:00:00,22.0,0.38,0.13,1.07,0.0
 01/27  17:00:00,22.0,0.38,0.13,1.05,0.0
 01/27  18:00:00,22.0,0.12,0.04,1.31,0.0
 01/27  19:00:00,17.29,0.04,0.01,0.0,0.0
 01/27  20:00:00,15.32,0.04,0.01,0.05,0.0
 01/27  21:00:00,15.0,0.02,0.01,0.46,0.0
 01/27  22:00:00,15.0,0.02,0.01,0.75,0.0
 01/27  23:00:00,15.0,0.02,0.01,0.91,0.0
 01/27  24:00:00,15.0,0.02,0.01,1.01,0.0
 01/28  01:00:00,15.0,0.0,0.0,1.12,0.0
 01/28  02:00:00,15.0,0.0,0.0,1.18,0.0
 01/28  03:00:00,15.0,0.0,0.0,1.23,0.0
 01/28  04:00:00,15.0,0.0,0.0,1.27,0.0
 01/28  05:00:00,15.0,0.0,0.0,1.28,0.0
 01/28  06:00:00,15.0,0.0,0.0,1.27,0.0
 01/28  07:00:00,15.0,0.04,0.01,1.21,0.0
 01/28  08:00:00,15.0,0.04,0.01,1.18,0.0
 01/28  09:00:00,21.88,0.12,0.04,3.69,0.0
 01/28  10:00:00,22.0,0.12,0.04,2.68,0.0
 01/28  11:00:00,22.0,0.12,0.04,2.13,0.0
 01/28  12:00:00,22.0,0.12,0.04,1.77,0.0
 01/28  13:00:00,22.0,0.04,0.01,1.58,0.0
 01/28  14:00:00,22.0,0.04,0.01,1.41,0.0
 01/28  15:00:00,22.0,0.04,0.01,1.27,0.0
 01/28  16:00:00,22.0,0.04,0.01,1.17,0.0
 01/28  17:00:00,22.0,0.04,0.01,1.19,0.0
 01/28  18:00:00,22.0,0.0,0.0,1.34,0.0
 01/28  19:00:00,17.27,0.0,0.0,0.0,0.0
 01/28  20:00:00,15.34,0.0,0.0,0.02,0.0
 01/28  21:00:00,15.0,0.0,0.0,0.3,0.0
 01/28  22:00:00,15.0,0.0,0.0,0.48,0.0
 01/28  23:00:00,15.0,0.0,0.0,0.61,0.0
 01/28  24:00:00,15.0,0.0,0.0,0.74,0.0
 01/29  01:00:00,15.0,0.0,0.0,0.85,0.0
 01/29  02:00:00,15.0,0.0,0.0,0.95,0.0
 01/29  03:00:00,15.0,0.0,0.0,1.04,0.0
 01/29  04:00:00,15.0,0.0,0.0,1.11,0.0
 01/29  05:00:00,15.0,0.0,0.0,1.19,0.0
 01/29  06:00:00,15.0,0.0,0.0,1.27,0.0
 01/29  07:00:00,15.0,0.0,0.0,1.35,0.0
 01/29  08:00:00,15.0,0.0,0.0,1.4,0.0
 01/29  09:00:00,21.87,0.0,0.0,4.06,0.0
 01/29  10:00:00,22.0,0.0,0.0,3.08,0.0
 01/29  11:00:00,22.0,0.0,0.0,2.5,0.0
 01/29  12:00:00,22.0,0.0,0.0,2.06,0.0
 01/29  13:00:00,22.0,0.0,0.0,1.72,0.0
 01/29  14:00:00,22.0,0.0,0.0,1.49,0.0
 01/29  15:00:00,22.0,0.0,0.0,1.37,0.0
 01/29  16:00:00,22.0,0.0,0.0,1.29,0.0
 01/29  17:00:00,22.0,0.0,0.0,1.3,0.0
 01/29  18:00:00,22.0,0.0,0.0,1.37,0.0
 01/29  19:00:00,17.33,0.0,0.0,0.0,0.0
 01/29  20:00:00,15.45,0.0,0.0,0.01,0.0
 01/29  21:00:00,15.0,0.0,0.0,0.25,0.0
 01/29  22:00:00,15.0,0.0,0.0,0.44,0.0
 01/29  23:00:00,15.0,0.0,0.0,0.58,0.0
 01/29  24:00:00,15.0,0.0,0.0,0.72,0.0
 01/30  01:00:00,15.0,0.0,0.0,0.87,0.0
 01/30  02:00:00,15.0,0.0,0.0,0.96,0.0
 01/30  03:00:00,15.0,0.0,0.0,1.0,0.0
 01/30  04:00:00,15.0,0.0,0.0,1.06,0.0
 01/30  05:00:00,15.0,0.0,0.0,1.09,0.0
 01/30  06:00:00,15.0,0.0,0.0,1.1,0.0
 01/30  07:00:00,15.0,0.04,0.01,1.08,0.0
 01/30  08:00:00,15.0,0.08,0.03,1.02,0.0
 01/30  09:00:00,21.89,0.38,0.13,3.26,0.0
 01/30  10:00:00,22.0,0.38,0.13,2.23,0.0
 01/30  11:00:00,22.0,0.38,0.13,1.66,0.0
 01/30  12:00:00,22.0,0.38,0.13,1.28,0.0
 01/30  13:00:00,22.0,0.2,0.07,1.19,0.0
 01/30  14:00:00,22.0,0.38,0.13,0.86,0.0
 01/30  15:00:00,22.0,0.38,0.13,0.75,0.0
 01/30  16:00:00,22.0,0.38,0.13,0.7,0.0
 01/30  17:00:00,22.0,0.38,0.13,0.7,0.0
 01/30  18:00:00,22.0,0.12,0.04,1.01,0.0
 01/30  19:00:00,17.96,0.04,0.01,0.0,0.0
 01/30  20:00:00,16.15,0.04,0.01,0.0,0.0
 01/30  21:00:00,15.06,0.02,0.01,0.12,0.0
 01/30  22:00:00,15.0,0.02,0.01,0.44,0.0
 01/30  23:00:00,15.0,0.02,0.01,0.6,0.0
 01/30  24:00:00,15.0,0.02,0.01,0.72,0.0
 01/31  01:00:00,15.0,0.0,0.0,0.85,0.0
 01/31  02:00:00,15.0,0.0,0.0,0.92,0.0
 01/31  03:00:00,15.0,0.0,0.0,0.97,0.0
 01/31  04:00:00,15.0,0.0,0.0,1.0,0.0
 01/31  05:00:00,15.0,0.0,0.0,1.03,0.0
 01/31  06:00:00,15.0,0.0,0.0,1.08,0.0
 01/31  07:00:00,15.0,0.04,0.01,1.07,0.0
 01/31  08:00:00,15.0,0.08,0.03,1.01,0.0
 01/31  09:00:00,21.89,0.38,0.13,3.23,0.0
 01/31  10:00:00,22.0,0.38,0.13,2.23,0.0
 01/31  11:00:00,22.0,0.38,0.13,1.66,0.0
 01/31  12:00:00,22.0,0.38,0.13,1.25,0.0
 01/31  13:00:00,22.0,0.2,0.07,1.17,0.0
 01/31  14:00:00,22.0,0.38,0.13,0.84,0.0
 01/31  15:00:00,22.0,0.38,0.13,0.72,0.0
 01/31  16:00:00,22.0,0.38,0.13,0.66,0.0
 01/31  17:00:00,22.0,0.38,0.13,0.66,0.0
 01/31  18:00:00,22.0,0.12,0.04,0.95,0.0
 01/31  19:00:00,18.19,0.04,0.01,0.0,0.0
 01/31  20:00:00,16.55,0.04,0.01,0.0,0.0
 01/31  21:00:00,15.37,0.02,0.01,0.01,0.0
 01/31  22:00:00,15.0,0.02,0.01,0.22,0.0
 01/31  23:00:00,15.0,0.02,0.01,0.41,0.0
 01/31  24:00:00,15.0,0.02,0.01,0.53,0.0
 02/01  01:00:00,15.0,0.0,0.0,0.68,0.0
 02/01  02:00:00,15.0,0.0,0.0,0.81,0.0
 02/01  03:00:00,15.0,0.0,0.0,0.9,0.0
 02/01  04:00:00,15.0,0.0,0.0,0.98,0.0
 02/01  05:00:00,15.0,0.0,0.0,1.03,0.0
 02/01  06:00:00,15.0,0.0,0.0,1.07,0.0
 02/01  07:00:00,15.0,0.04,0.01,1.01,0.0
 02/01  08:00:00,15.0,0.08,0.03,0.92,0.0
 02/01  09:00:00,21.89,0.38,0.13,3.1,0.0
 02/01  10:00:00,22.0,0.38,0.13,2.01,0.0
 02/01  11:00:00,22.0,0.38,0.13,1.43,0.0
 02/01  12:00:00,22.0,0.38,0.13,1.07,0.0
 02/01  13:00:00,22.0,0.2,0.07,1.02,0.0
 02/01  14:00:00,22.0,0.38,0.13,0.69,0.0
 02/01  15:00:00,22.0,0.38,0.13,0.56,0.0
 02/01  16:00:00,22.0,0.38,0.13,0.49,0.0
 02/01  17:00:00,22.0,0.38,0.13,0.48,0.0
 02/01  18:00:00,22.0,0.12,0.04,0.78,0.0
 02/01  19:00:00,18.62,0.04,0.01,0.0,0.0
 02/01  20:00:00,17.06,0.04,0.01,0.0,0.0
 02/01  21:00:00,15.84,0.02,0.01,0.0,0.0
 02/01  22:00:00,15.03,0.02,0.01,0.1,0.0
 02/01  23:00:00,15.0,0.02,0.01,0.34,0.0
 02/01  24:00:00,15.0,0.02,0.01,0.48,0.0
 02/02  01:00:00,15.0,0.0,0.0,0.62,0.0
 02/02  02:00:00,15.0,0.0,0.0,0.73,0.0
 02/02  03:00:00,15.0,0.0,0.0,0.82,0.0
 02/02  04:00:00,15.0,0.0,0.0,0.89,0.0
 02/02  05:00:00,15.0,0.0,0.0,0.94,0.0
 02/02  06:00:00,15.0,0.0,0.0,0.99,0.0
 02/02  07:00:00,15.0,0.04,0.01,0.97,0.0
 02/02  08:00:00,15.0,0.08,0.03,0.92,0.0
 02/02  09:00:00,21.89,0.38,0.13,3.17,0.0
 02/02  10:00:00,22.0,0.38,0.13,2.2,0.0
 02/02  11:00:00,22.0,0.38,0.13,1.68,0.0
 02/02  12:00:00,22.0,0.38,0.13,1.37,0.0
 02/02  13:00:00,22.0,0.2,0.07,1.35,0.0
 02/02  14:00:00,22.0,0.38,0.13,1.07,0.0
 02/02  15:00:00,22.0,0.38,0.13,0.97,0.0
 02/02  16:00:00,22.0,0.38,0.13,0.91,0.0
 02/02  17:00:00,22.0,0.38,0.13,0.9,0.0
 02/02  18:00:00,22.0,0.12,0.04,1.18,0.0
 02/02  19:00:00,17.64,0.04,0.01,0.0,0.0
 02/02  20:00:00,15.8,0.04,0.01,0.0,0.0
 02/02  21:00:00,15.0,0.02,0.01,0.19,0.0
 02/02  22:00:00,15.0,0.02,0.01,0.46,0.0
 02/02  23:00:00,15.0,0.02,0.01,0.61,0.0
 02/02  24:00:00,15.0,0.02,0.01,0.74,0.0
 02/03  01:00:00,15.0,0.0,0.0,0.88,0.0
 02/03  02:00:00,15.0,0.0,0.0,0.97,0.0
 02/03  03:00:00,15.0,0.0,0.0,1.05,0.0
 02/03  04:00:00,15.0,0.0,0.0,1.11,0.0
 02/03  05:00:00,15.0,0.0,0.0,1.15,0.0
 02/03  06:00:00,15.0,0.0,0.0,1.19,0.0
 02/03  07:00:00,15.0,0.04,0.01,1.16,0.0
 02/03  08:00:00,15.0,0.08,0.03,1.1,0.0
 02/03  09:00:00,21.88,0.38,0.13,3.38,0.0
 02/03  10:00:00,22.0,0.38,0.13,2.36,0.0
 02/03  11:00:00,22.0,0.38,0.13,1.82,0.0
 02/03  12:00:00,22.0,0.38,0.13,1.49,0.0
 02/03  13:00:00,22.0,0.2,0.07,1.44,0.0
 02/03  14:00:00,22.0,0.38,0.13,1.11,0.0
 02/03  15:00:00,22.0,0.38,0.13,0.95,0.0
 02/03  16:00:00,22.0,0.38,0.13,0.85,0.0
 02/03  17:00:00,22.0,0.38,0.13,0.81,0.0
 02/03  18:00:00,22.0,0.12,0.04,1.09,0.0
 02/03  19:00:00,17.81,0.04,0.01,0.0,0.0
 02/03  20:00:00,16.0,0.04,0.01,0.0,0.0
 02/03  21:00:00,15.03,0.02,0.01,0.15,0.0
 02/03  22:00:00,15.0,0.02,0.01,0.44,0.0
 02/03  23:00:00,15.0,0.02,0.01,0.6,0.0
 02/03  24:00:00,15.0,0.02,0.01,0.73,0.0
 02/04  01:00:00,15.0,0.0,0.0,0.88,0.0
 02/04  02:00:00,15.0,0.0,0.0,0.98,0.0
 02/04  03:00:00,15.0,0.0,0.0,1.05,0.0
 02/04  04:00:00,15.0,0.0,0.0,1.1,0.0
 02/04  05:00:00,15.0,0.0,0.0,1.14,0.0
 02/04  06:00:00,15.0,0.0,0.0,1.18,0.0
 02/04  07:00:00,15.0,0.04,0.01,1.16,0.0
 02/04  08:00:00,15.0,0.04,0.01,1.16,0.0
 02/04  09:00:00,21.88,0.12,0.04,3.68,0.0
 02/04  10:00:00,22.0,0.12,0.04,2.68,0.0
 02/04  11:00:00,22.0,0.12,0.04,2.17,0.0
 02/04  12:00:00,22.0,0.12,0.04,1.87,0.0
 02/04  13:00:00,22.0,0.04,0.01,1.77,0.0
 02/04  14:00:00,22.0,0.04,0.01,1.66,0.0
 02/04  15:00:00,22.0,0.04,0.01,1.56,0.0
 02/04  16:00:00,22.0,0.04,0.01,1.55,0.0
 02/04  17:00:00,22.0,0.04,0.01,1.54,0.0
 02/04  18:00:00,22.0,0.0,0.0,1.58,0.0
 02/04  19:00:00,16.94,0.0,0.0,0.0,0.0
 02/04  20:00:00,15.14,0.0,0.0,0.07,0.0
 02/04  21:00:00,15.0,0.0,0.0,0.37,0.0
 02/04  22:00:00,15.0,0.0,0.0,0.52,0.0
 02/04  23:00:00,15.0,0.0,0.0,0.64,0.0
 02/04  24:00:00,15.0,0.0,0.0,0.74,0.0
 02/05  01:00:00,15.0,0.0,0.0,0.82,0.0
 02/05  02:00:00,15.0,0.0,0.0,0.89,0.0
 02/05  03:00:00,15.0,0.0,0.0,0.95,0.0
 02/05  04:00:00,15.0,0.0,0.0,0.99,0.0
 02/05  05:00:00,15.0,0.0,0.0,1.03,0.0
 02/05  06:00:00,15.0,0.0,0.0,1.06,0.0
 02/05  07:00:00,15.0,0.0,0.0,1.08,0.0
 02/05  08:00:00,15.0,0.0,0.0,1.09,0.0
 02/05  09:00:00,21.88,0.0,0.0,3.67,0.0
 02/05  10:00:00,22.0,0.0,0.0,2.72,0.0
 02/05  11:00:00,22.0,0.0,0.0,2.23,0.0
 02/05  12:00:00,22.0,0.0,0.0,1.94,0.0
 02/05  13:00:00,22.0,0.0,0.0,1.75,0.0
 02/05  14:00:00,22.0,0.0,0.0,1.61,0.0
 02/05  15:00:00,22.0,0.0,0.0,1.52,0.0
 02/05  16:00:00,22.0,0.0,0.0,1.47,0.0
 02/05  17:00:00,22.0,0.0,0.0,1.46,0.0
 02/05  18:00:00,22.0,0.0,0.0,1.48,0.0
 02/05  19:00:00,17.23,0.0,0.0,0.0,0.0
 02/05  20:00:00,15.39,0.0,0.0,0.02,0.0
 02/05  21:00:00,15.0,0.0,0.0,0.28,0.0
 02/05  22:00:00,15.0,0.0,0.0,0.49,0.0
 02/05  23:00:00,15.0,0.0,0.0,0.61,0.0
 02/05  24:00:00,15.0,0.0,0.0,0.73,0.0
 02/06  01:00:00,15.0,0.0,0.0,0.84,0.0
 02/06  02:00:00,15.0,0.0,0.0,0.92,0.0
 02/06  03:00:00,15.0,0.0,0.0,0.99,0.0
 02/06  04:00:00,15.0,0.0,0.0,1.05,0.0
 02/06  05:00:00,15.0,0.0,0.0,1.08,0.0
 02/06  06:00:00,15.0,0.0,0.0,1.1,0.0
 02/06  07:00:00,15.0,0.04,0.01,1.06,0.0
 02/06  08:00:00,15.0,0.08,0.03,1.01,0.0
 02/06  09:00:00,21.89,0.38,0.13,3.29,0.0
 02/06  10:00:00,22.0,0.38,0.13,2.29,0.0
 02/06  11:00:00,22.0,0.38,0.13,1.71,0.0
 02/06  12:00:00,22.0,0.38,0.13,1.29,0.0
 02/06  13:00:00,22.0,0.2,0.07,1.17,0.0
 02/06  14:00:00,22.0,0.38,0.13,0.82,0.0
 02/06  15:00:00,22.0,0.38,0.13,0.65,0.0
 02/06  16:00:00,22.0,0.38,0.13,0.57,0.0
 02/06  17:00:00,22.0,0.38,0.13,0.55,0.0
