Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) ,,,,,
 06/16  16:00:00,39552.78188,0,217448.28,172872,,,,,
 06/16  17:00:00,170486.8359,0,217448.28,172872,,,,,
 06/16  18:00:00,0,0,72482.76,148176,,,,,
 06/16  19:00:00,0,0,72482.76,148176,,,,,
 06/16  20:00:00,0,0,72482.76,148176,,,,,
 06/16  21:00:00,0,0,72482.76,148176,,,,,
 06/16  22:00:00,0,0,72482.76,148176,,,,,
 06/16  23:00:00,0,0,72482.76,148176,,,,,
 06/16  24:00:00,0,0,72482.76,148176,,,,,
 06/17  01:00:00,0,0,72482.76,148176,,,,,
 06/17  02:00:00,0,0,72482.76,148176,,,,,
 06/17  03:00:00,0,0,72482.76,148176,,,,,
 06/17  04:00:00,0,0,72482.76,148176,,,,,
 06/17  05:00:00,0,0,72482.76,148176,,,,,
 06/17  06:00:00,7251.174451,0,72482.76,148176,,,,,
 06/17  07:00:00,241525.7174,0,72482.76,148176,,,,,
 06/17  08:00:00,314127.0969,0,72482.76,148176,,,,,
 06/17  09:00:00,180559.1155,0,72482.76,148176,,,,,
 06/17  10:00:00,117334.9168,0,72482.76,148176,,,,,
 06/17  11:00:00,25961.47754,0,72482.76,148176,,,,,
 06/17  12:00:00,0,0,72482.76,148176,,,,,
 06/17  13:00:00,0,0,72482.76,148176,,,,,
 06/17  14:00:00,0,0,72482.76,148176,,,,,
 06/17  15:00:00,0,0,72482.76,148176,,,,,
 06/17  16:00:00,0,0,72482.76,148176,,,,,
 06/17  17:00:00,0,0,72482.76,148176,,,,,
 06/17  18:00:00,0,0,72482.76,148176,,,,,
 06/17  19:00:00,0,0,72482.76,148176,,,,,
 06/17  20:00:00,0,0,72482.76,148176,,,,,
 06/17  21:00:00,0,0,72482.76,148176,,,,,
 06/17  22:00:00,178803.6099,0,72482.76,148176,,,,,
 06/17  23:00:00,407518.0575,0,72482.76,148176,,,,,
 06/17  24:00:00,439893.5876,0,72482.76,148176,,,,,
 06/18  01:00:00,589524.9121,0,72482.76,197568,,,,,
 06/18  02:00:00,682086.5878,0,72482.76,197568,,,,,
 06/18  03:00:00,639361.4544,0,72482.76,197568,,,,,
 06/18  04:00:00,641729.3464,0,72482.76,197568,,,,,
 06/18  05:00:00,646203.7585,0,72482.76,197568,,,,,
 06/18  06:00:00,6705100.853,0,144965.52,197568,,,,,
 06/18  07:00:00,3910444.488,0,144965.52,197568,,,,,
 06/18  08:00:00,2396243.894,0,434896.56,197568,,,,,
 06/18  09:00:00,1601426.837,0,1304689.68,444528,,,,,
 06/18  10:00:00,852658.2363,0,1304689.68,444528,,,,,
 06/18  11:00:00,138473.472,0,1304689.68,444528,,,,,
 06/18  12:00:00,0,0,1304689.68,444528,,,,,
 06/18  13:00:00,0,0,1304689.68,395136,,,,,
 06/18  14:00:00,0,0,1304689.68,444528,,,,,
 06/18  15:00:00,0,0,1304689.68,444528,,,,,
 06/18  16:00:00,0,0,1304689.68,444528,,,,,
 06/18  17:00:00,0,0,1304689.68,444528,,,,,
 06/18  18:00:00,0,0,1014758.64,395136,,,,,
 06/18  19:00:00,0,0,724827.6,296352,,,,,
 06/18  20:00:00,0,0,724827.6,296352,,,,,
 06/18  21:00:00,0,0,434896.56,246960,,,,,
 06/18  22:00:00,0,0,434896.56,246960,,,,,
 06/18  23:00:00,0,0,144965.52,197568,,,,,
 06/18  24:00:00,0,0,72482.76,197568,,,,,
 06/19  01:00:00,0,0,72482.76,197568,,,,,
 06/19  02:00:00,0,0,72482.76,197568,,,,,
 06/19  03:00:00,0,0,72482.76,197568,,,,,
 06/19  04:00:00,0,0,72482.76,197568,,,,,
 06/19  05:00:00,0,0,72482.76,197568,,,,,
 06/19  06:00:00,4858649.501,0,144965.52,197568,,,,,
 06/19  07:00:00,3174706.775,0,144965.52,197568,,,,,
 06/19  08:00:00,2121059.317,0,434896.56,197568,,,,,
 06/19  09:00:00,1295284.262,0,1304689.68,444528,,,,,
 06/19  10:00:00,593785.5883,0,1304689.68,444528,,,,,
 06/19  11:00:00,12359.45211,0,1304689.68,444528,,,,,
 06/19  12:00:00,0,0,1304689.68,444528,,,,,
 06/19  13:00:00,0,0,1304689.68,395136,,,,,
 06/19  14:00:00,0,0,1304689.68,444528,,,,,
 06/19  15:00:00,0,0,1304689.68,444528,,,,,
 06/19  16:00:00,0,0,1304689.68,444528,,,,,
 06/19  17:00:00,0,71836.52749,1304689.68,444528,,,,,
 06/19  18:00:00,0,91672.8374,1014758.64,395136,,,,,
 06/19  19:00:00,0,0,724827.6,296352,,,,,
 06/19  20:00:00,0,0,724827.6,296352,,,,,
 06/19  21:00:00,0,0,434896.56,246960,,,,,
 06/19  22:00:00,0,0,434896.56,246960,,,,,
 06/19  23:00:00,0,0,144965.52,197568,,,,,
 06/19  24:00:00,0,0,72482.76,197568,,,,,
 06/20  01:00:00,0,0,72482.76,197568,,,,,
 06/20  02:00:00,0,0,72482.76,197568,,,,,
 06/20  03:00:00,0,0,72482.76,197568,,,,,
 06/20  04:00:00,0,0,72482.76,197568,,,,,
 06/20  05:00:00,0,0,72482.76,197568,,,,,
 06/20  06:00:00,4950559.376,0,144965.52,197568,,,,,
 06/20  07:00:00,3111789.475,0,144965.52,197568,,,,,
 06/20  08:00:00,2011672.746,0,434896.56,197568,,,,,
 06/20  09:00:00,1125697.529,0,1304689.68,444528,,,,,
 06/20  10:00:00,685464.299,0,1304689.68,444528,,,,,
 06/20  11:00:00,273006.6888,0,1304689.68,444528,,,,,
 06/20  12:00:00,0,0,1304689.68,444528,,,,,
 06/20  13:00:00,0,0,1304689.68,395136,,,,,
 06/20  14:00:00,0,0,1304689.68,444528,,,,,
 06/20  15:00:00,0,0,1304689.68,444528,,,,,
 06/20  16:00:00,0,0,1304689.68,444528,,,,,
 06/20  17:00:00,0,0,1304689.68,444528,,,,,
 06/20  18:00:00,0,0,1014758.64,395136,,,,,
 06/20  19:00:00,0,0,724827.6,296352,,,,,
 06/20  20:00:00,0,0,724827.6,296352,,,,,
 06/20  21:00:00,0,0,434896.56,246960,,,,,
 06/20  22:00:00,0,0,434896.56,246960,,,,,
 06/20  23:00:00,0,0,144965.52,197568,,,,,
 06/20  24:00:00,0,0,72482.76,197568,,,,,
 06/21  01:00:00,0,0,72482.76,197568,,,,,
 06/21  02:00:00,0,0,72482.76,197568,,,,,
 06/21  03:00:00,0,0,72482.76,197568,,,,,
 06/21  04:00:00,0,0,72482.76,197568,,,,,
 06/21  05:00:00,0,0,72482.76,197568,,,,,
 06/21  06:00:00,2627824.825,0,144965.52,197568,,,,,
 06/21  07:00:00,1683542.938,0,144965.52,197568,,,,,
 06/21  08:00:00,891529.3212,0,434896.56,197568,,,,,
 06/21  09:00:00,7445.352542,0,1304689.68,444528,,,,,
 06/21  10:00:00,0,0,1304689.68,444528,,,,,
 06/21  11:00:00,0,0,1304689.68,444528,,,,,
 06/21  12:00:00,0,425426.0287,1304689.68,444528,,,,,
 06/21  13:00:00,0,1903414.431,1304689.68,395136,,,,,
 06/21  14:00:00,0,2916250.366,1304689.68,444528,,,,,
 06/21  15:00:00,0,3036964.447,1304689.68,444528,,,,,
 06/21  16:00:00,0,3028119.398,1304689.68,444528,,,,,
 06/21  17:00:00,0,2972085.161,1304689.68,444528,,,,,
 06/21  18:00:00,0,2491705.953,1014758.64,395136,,,,,
 06/21  19:00:00,0,1813097.27,724827.6,296352,,,,,
 06/21  20:00:00,0,1253773.833,724827.6,296352,,,,,
 06/21  21:00:00,0,401991.9149,434896.56,246960,,,,,
 06/21  22:00:00,0,8154.351427,434896.56,246960,,,,,
 06/21  23:00:00,0,0,144965.52,197568,,,,,
 06/21  24:00:00,0,0,72482.76,197568,,,,,
 06/22  01:00:00,0,0,72482.76,197568,,,,,
 06/22  02:00:00,0,0,72482.76,197568,,,,,
 06/22  03:00:00,0,0,72482.76,197568,,,,,
 06/22  04:00:00,0,0,72482.76,197568,,,,,
 06/22  05:00:00,0,0,72482.76,197568,,,,,
 06/22  06:00:00,1398430.408,0,144965.52,197568,,,,,
 06/22  07:00:00,915098.5827,0,144965.52,197568,,,,,
 06/22  08:00:00,269618.5389,0,434896.56,197568,,,,,
 06/22  09:00:00,0,0,1304689.68,444528,,,,,
 06/22  10:00:00,0,27146.6457,1304689.68,444528,,,,,
 06/22  11:00:00,0,845664.576,1304689.68,444528,,,,,
 06/22  12:00:00,0,1915006.393,1304689.68,444528,,,,,
 06/22  13:00:00,0,2503987.914,1304689.68,395136,,,,,
 06/22  14:00:00,0,3157742.277,1304689.68,444528,,,,,
 06/22  15:00:00,0,3208746.974,1304689.68,444528,,,,,
 06/22  16:00:00,0,3137608.637,1304689.68,444528,,,,,
 06/22  17:00:00,0,2934803.387,1304689.68,444528,,,,,
 06/22  18:00:00,0,2319369.559,1014758.64,395136,,,,,
 06/22  19:00:00,0,1577092.266,724827.6,296352,,,,,
 06/22  20:00:00,0,1057315.549,724827.6,296352,,,,,
 06/22  21:00:00,0,343440.6099,434896.56,246960,,,,,
 06/22  22:00:00,0,12808.06738,434896.56,246960,,,,,
 06/22  23:00:00,0,0,144965.52,197568,,,,,
 06/22  24:00:00,0,0,72482.76,197568,,,,,
 06/23  01:00:00,0,0,72482.76,148176,,,,,
 06/23  02:00:00,0,0,72482.76,148176,,,,,
 06/23  03:00:00,0,0,72482.76,148176,,,,,
 06/23  04:00:00,0,0,72482.76,148176,,,,,
 06/23  05:00:00,0,0,72482.76,148176,,,,,
 06/23  06:00:00,0,0,72482.76,148176,,,,,
 06/23  07:00:00,1441364.583,0,144965.52,197568,,,,,
 06/23  08:00:00,715731.6569,0,144965.52,197568,,,,,
 06/23  09:00:00,6755.021665,0,724827.6,246960,,,,,
 06/23  10:00:00,0,0,724827.6,246960,,,,,
 06/23  11:00:00,0,0,724827.6,246960,,,,,
 06/23  12:00:00,0,135712.2247,724827.6,246960,,,,,
 06/23  13:00:00,0,1260023.857,724827.6,246960,,,,,
 06/23  14:00:00,0,2075996.725,724827.6,246960,,,,,
 06/23  15:00:00,0,1703314.216,217448.28,172872,,,,,
 06/23  16:00:00,0,1569349.379,217448.28,172872,,,,,
 06/23  17:00:00,0,1436448.248,217448.28,172872,,,,,
 06/23  18:00:00,0,1083556.883,72482.76,148176,,,,,
 06/23  19:00:00,0,0,72482.76,148176,,,,,
 06/23  20:00:00,0,0,72482.76,148176,,,,,
 06/23  21:00:00,0,0,72482.76,148176,,,,,
 06/23  22:00:00,0,0,72482.76,148176,,,,,
 06/23  23:00:00,0,0,72482.76,148176,,,,,
 06/23  24:00:00,0,0,72482.76,148176,,,,,
 06/24  01:00:00,0,0,72482.76,148176,,,,,
 06/24  02:00:00,0,0,72482.76,148176,,,,,
 06/24  03:00:00,0,0,72482.76,148176,,,,,
 06/24  04:00:00,0,0,72482.76,148176,,,,,
 06/24  05:00:00,0,0,72482.76,148176,,,,,
 06/24  06:00:00,0,0,72482.76,148176,,,,,
 06/24  07:00:00,0,0,72482.76,148176,,,,,
 06/24  08:00:00,0,0,72482.76,148176,,,,,
 06/24  09:00:00,0,0,72482.76,148176,,,,,
 06/24  10:00:00,0,0,72482.76,148176,,,,,
 06/24  11:00:00,0,0,72482.76,148176,,,,,
 06/24  12:00:00,0,0,72482.76,148176,,,,,
 06/24  13:00:00,0,0,72482.76,148176,,,,,
 06/24  14:00:00,0,0,72482.76,148176,,,,,
 06/24  15:00:00,0,0,72482.76,148176,,,,,
 06/24  16:00:00,0,0,72482.76,148176,,,,,
 06/24  17:00:00,0,0,72482.76,148176,,,,,
 06/24  18:00:00,0,0,72482.76,148176,,,,,
 06/24  19:00:00,0,0,72482.76,148176,,,,,
 06/24  20:00:00,0,0,72482.76,148176,,,,,
 06/24  21:00:00,0,0,72482.76,148176,,,,,
 06/24  22:00:00,0,0,72482.76,148176,,,,,
 06/24  23:00:00,0,0,72482.76,148176,,,,,
 06/24  24:00:00,0,0,72482.76,148176,,,,,
 06/25  01:00:00,0,0,72482.76,197568,,,,,
 06/25  02:00:00,0,0,72482.76,197568,,,,,
 06/25  03:00:00,0,0,72482.76,197568,,,,,
 06/25  04:00:00,0,0,72482.76,197568,,,,,
 06/25  05:00:00,0,0,72482.76,197568,,,,,
 06/25  06:00:00,0,0,144965.52,197568,,,,,
 06/25  07:00:00,0,0,144965.52,197568,,,,,
 06/25  08:00:00,0,0,434896.56,197568,,,,,
 06/25  09:00:00,0,0,1304689.68,444528,,,,,
 06/25  10:00:00,0,394219.1405,1304689.68,444528,,,,,
 06/25  11:00:00,0,1416287.88,1304689.68,444528,,,,,
 06/25  12:00:00,0,2656393.799,1304689.68,444528,,,,,
 06/25  13:00:00,0,3628256.221,1304689.68,395136,,,,,
 06/25  14:00:00,0,4516407.477,1304689.68,444528,,,,,
 06/25  15:00:00,0,4351611.188,1304689.68,444528,,,,,
 06/25  16:00:00,0,4243585.391,1304689.68,444528,,,,,
 06/25  17:00:00,0,4076914.827,1304689.68,444528,,,,,
 06/25  18:00:00,0,3341351.674,1014758.64,395136,,,,,
 06/25  19:00:00,0,2441253.87,724827.6,296352,,,,,
 06/25  20:00:00,0,1870674.39,724827.6,296352,,,,,
 06/25  21:00:00,0,966402.3164,434896.56,246960,,,,,
 06/25  22:00:00,0,485344.8348,434896.56,246960,,,,,
 06/25  23:00:00,0,0,144965.52,197568,,,,,
 06/25  24:00:00,0,0,72482.76,197568,,,,,
 06/26  01:00:00,0,0,72482.76,197568,,,,,
 06/26  02:00:00,0,0,72482.76,197568,,,,,
 06/26  03:00:00,0,0,72482.76,197568,,,,,
 06/26  04:00:00,0,0,72482.76,197568,,,,,
 06/26  05:00:00,0,0,72482.76,197568,,,,,
 06/26  06:00:00,177916.1272,0,144965.52,197568,,,,,
 06/26  07:00:00,24576.77772,0,144965.52,197568,,,,,
 06/26  08:00:00,0,0,434896.56,197568,,,,,
 06/26  09:00:00,0,0,1304689.68,444528,,,,,
 06/26  10:00:00,0,404195.7576,1304689.68,444528,,,,,
 06/26  11:00:00,0,972833.554,1304689.68,444528,,,,,
 06/26  12:00:00,0,1275061.042,1304689.68,444528,,,,,
 06/26  13:00:00,0,1407112.076,1304689.68,395136,,,,,
 06/26  14:00:00,0,1468421.495,1304689.68,444528,,,,,
 06/26  15:00:00,0,1759617.127,1304689.68,444528,,,,,
 06/26  16:00:00,0,1996974.497,1304689.68,444528,,,,,
 06/26  17:00:00,0,2078241.772,1304689.68,444528,,,,,
 06/26  18:00:00,0,1757458.505,1014758.64,395136,,,,,
 06/26  19:00:00,0,1251289.246,724827.6,296352,,,,,
 06/26  20:00:00,0,817520.1144,724827.6,296352,,,,,
 06/26  21:00:00,0,194654.2316,434896.56,246960,,,,,
 06/26  22:00:00,0,0,434896.56,246960,,,,,
 06/26  23:00:00,0,0,144965.52,197568,,,,,
 06/26  24:00:00,0,0,72482.76,197568,,,,,
 06/27  01:00:00,0,0,72482.76,197568,,,,,
 06/27  02:00:00,0,0,72482.76,197568,,,,,
 06/27  03:00:00,0,0,72482.76,197568,,,,,
 06/27  04:00:00,0,0,72482.76,197568,,,,,
 06/27  05:00:00,0,0,72482.76,197568,,,,,
 06/27  06:00:00,91506.19679,0,144965.52,197568,,,,,
 06/27  07:00:00,29975.15854,0,144965.52,197568,,,,,
 06/27  08:00:00,0,0,434896.56,197568,,,,,
 06/27  09:00:00,0,0,1304689.68,444528,,,,,
 06/27  10:00:00,0,0,1304689.68,444528,,,,,
 06/27  11:00:00,0,0,1304689.68,444528,,,,,
 06/27  12:00:00,0,194506.3099,1304689.68,444528,,,,,
 06/27  13:00:00,0,1415469.533,1304689.68,395136,,,,,
 06/27  14:00:00,0,1791854.479,1304689.68,444528,,,,,
 06/27  15:00:00,0,1666382.513,1304689.68,444528,,,,,
 06/27  16:00:00,0,1419413.281,1304689.68,444528,,,,,
 06/27  17:00:00,0,1114745.234,1304689.68,444528,,,,,
 06/27  18:00:00,0,676917.1555,1014758.64,395136,,,,,
 06/27  19:00:00,0,181037.8229,724827.6,296352,,,,,
 06/27  20:00:00,0,0,724827.6,296352,,,,,
 06/27  21:00:00,0,0,434896.56,246960,,,,,
 06/27  22:00:00,0,0,434896.56,246960,,,,,
 06/27  23:00:00,0,0,144965.52,197568,,,,,
 06/27  24:00:00,0,0,72482.76,197568,,,,,
 06/28  01:00:00,0,0,72482.76,197568,,,,,
 06/28  02:00:00,0,0,72482.76,197568,,,,,
 06/28  03:00:00,0,0,72482.76,197568,,,,,
 06/28  04:00:00,0,0,72482.76,197568,,,,,
 06/28  05:00:00,0,0,72482.76,197568,,,,,
 06/28  06:00:00,2372614.535,0,144965.52,197568,,,,,
 06/28  07:00:00,1715407.46,0,144965.52,197568,,,,,
 06/28  08:00:00,1272008.115,0,434896.56,197568,,,,,
 06/28  09:00:00,871972.209,0,1304689.68,444528,,,,,
 06/28  10:00:00,910271.5061,0,1304689.68,444528,,,,,
 06/28  11:00:00,489511.074,0,1304689.68,444528,,,,,
 06/28  12:00:00,0,0,1304689.68,444528,,,,,
 06/28  13:00:00,0,0,1304689.68,395136,,,,,
 06/28  14:00:00,0,0,1304689.68,444528,,,,,
 06/28  15:00:00,0,0,1304689.68,444528,,,,,
 06/28  16:00:00,0,0,1304689.68,444528,,,,,
 06/28  17:00:00,0,0,1304689.68,444528,,,,,
 06/28  18:00:00,0,0,1014758.64,395136,,,,,
 06/28  19:00:00,0,0,724827.6,296352,,,,,
 06/28  20:00:00,0,0,724827.6,296352,,,,,
 06/28  21:00:00,0,0,434896.56,246960,,,,,
 06/28  22:00:00,0,0,434896.56,246960,,,,,
 06/28  23:00:00,0,0,144965.52,197568,,,,,
 06/28  24:00:00,0,0,72482.76,197568,,,,,
 06/29  01:00:00,0,0,72482.76,197568,,,,,
 06/29  02:00:00,0,0,72482.76,197568,,,,,
 06/29  03:00:00,0,0,72482.76,197568,,,,,
 06/29  04:00:00,0,0,72482.76,197568,,,,,
 06/29  05:00:00,0,0,72482.76,197568,,,,,
 06/29  06:00:00,4665542.299,0,144965.52,197568,,,,,
 06/29  07:00:00,2876562.451,0,144965.52,197568,,,,,
 06/29  08:00:00,1704018.068,0,434896.56,197568,,,,,
 06/29  09:00:00,630730.4715,0,1304689.68,444528,,,,,
 06/29  10:00:00,33740.3914,0,1304689.68,444528,,,,,
 06/29  11:00:00,0,0,1304689.68,444528,,,,,
 06/29  12:00:00,0,0,1304689.68,444528,,,,,
 06/29  13:00:00,0,0,1304689.68,395136,,,,,
 06/29  14:00:00,0,212133.6001,1304689.68,444528,,,,,
 06/29  15:00:00,0,659700.9532,1304689.68,444528,,,,,
 06/29  16:00:00,0,860471.8375,1304689.68,444528,,,,,
 06/29  17:00:00,0,807593.6117,1304689.68,444528,,,,,
 06/29  18:00:00,0,490839.2213,1014758.64,395136,,,,,
 06/29  19:00:00,0,81864.88184,724827.6,296352,,,,,
 06/29  20:00:00,0,0,724827.6,296352,,,,,
 06/29  21:00:00,0,0,434896.56,246960,,,,,
 06/29  22:00:00,0,0,434896.56,246960,,,,,
 06/29  23:00:00,0,0,144965.52,197568,,,,,
 06/29  24:00:00,0,0,72482.76,197568,,,,,
 06/30  01:00:00,0,0,72482.76,148176,,,,,
 06/30  02:00:00,0,0,72482.76,148176,,,,,
 06/30  03:00:00,0,0,72482.76,148176,,,,,
 06/30  04:00:00,0,0,72482.76,148176,,,,,
 06/30  05:00:00,0,0,72482.76,148176,,,,,
 06/30  06:00:00,0,0,72482.76,148176,,,,,
 06/30  07:00:00,5308624.82,0,144965.52,197568,,,,,
 06/30  08:00:00,2883341.525,0,144965.52,197568,,,,,
 06/30  09:00:00,1345918.69,0,724827.6,246960,,,,,
 06/30  10:00:00,374131.0996,0,724827.6,246960,,,,,
 06/30  11:00:00,0,0,724827.6,246960,,,,,
 06/30  12:00:00,0,0,724827.6,246960,,,,,
 06/30  13:00:00,0,0,724827.6,246960,,,,,
 06/30  14:00:00,0,635170.7341,724827.6,246960,,,,,
 06/30  15:00:00,0,911558.3342,217448.28,172872,,,,,
 06/30  16:00:00,0,920660.758,217448.28,172872,,,,,
 06/30  17:00:00,0,840974.4387,217448.28,172872,,,,,
 06/30  18:00:00,0,566061.3918,72482.76,148176,,,,,
 06/30  19:00:00,0,0,72482.76,148176,,,,,
 06/30  20:00:00,0,0,72482.76,148176,,,,,
 06/30  21:00:00,0,0,72482.76,148176,,,,,
 06/30  22:00:00,0,0,72482.76,148176,,,,,
 06/30  23:00:00,0,0,72482.76,148176,,,,,
 06/30  24:00:00,0,0,72482.76,148176,,,,,
 07/01  01:00:00,0,0,72482.76,148176,,,,,
 07/01  02:00:00,0,0,72482.76,148176,,,,,
 07/01  03:00:00,0,0,72482.76,148176,,,,,
 07/01  04:00:00,0,0,72482.76,148176,,,,,
 07/01  05:00:00,0,0,72482.76,148176,,,,,
 07/01  06:00:00,0,0,72482.76,148176,,,,,
 07/01  07:00:00,0,0,72482.76,148176,,,,,
 07/01  08:00:00,0,0,72482.76,148176,,,,,
 07/01  09:00:00,0,0,72482.76,148176,,,,,
 07/01  10:00:00,0,0,72482.76,148176,,,,,
 07/01  11:00:00,0,0,72482.76,148176,,,,,
 07/01  12:00:00,0,0,72482.76,148176,,,,,
 07/01  13:00:00,0,0,72482.76,148176,,,,,
 07/01  14:00:00,0,0,72482.76,148176,,,,,
 07/01  15:00:00,0,0,72482.76,148176,,,,,
 07/01  16:00:00,0,0,72482.76,148176,,,,,
 07/01  17:00:00,0,0,72482.76,148176,,,,,
 07/01  18:00:00,0,0,72482.76,148176,,,,,
 07/01  19:00:00,0,0,72482.76,148176,,,,,
 07/01  20:00:00,0,0,72482.76,148176,,,,,
 07/01  21:00:00,0,0,72482.76,148176,,,,,
 07/01  22:00:00,0,0,72482.76,148176,,,,,
 07/01  23:00:00,0,0,72482.76,148176,,,,,
 07/01  24:00:00,0,0,72482.76,148176,,,,,
 07/02  01:00:00,0,0,72482.76,197568,,,,,
 07/02  02:00:00,0,0,72482.76,197568,,,,,
 07/02  03:00:00,0,0,72482.76,197568,,,,,
 07/02  04:00:00,0,0,72482.76,197568,,,,,
 07/02  05:00:00,0,0,72482.76,197568,,,,,
 07/02  06:00:00,1651283.188,0,144965.52,197568,,,,,
 07/02  07:00:00,1089192.502,0,144965.52,197568,,,,,
 07/02  08:00:00,435137.4446,0,434896.56,197568,,,,,
 07/02  09:00:00,0,0,1304689.68,444528,,,,,
 07/02  10:00:00,0,0,1304689.68,444528,,,,,
 07/02  11:00:00,0,370319.5308,1304689.68,444528,,,,,
 07/02  12:00:00,0,1751519.71,1304689.68,444528,,,,,
 07/02  13:00:00,0,3030847.009,1304689.68,395136,,,,,
 07/02  14:00:00,0,4095227.935,1304689.68,444528,,,,,
 07/02  15:00:00,0,4326457.76,1304689.68,444528,,,,,
 07/02  16:00:00,0,4358368.421,1304689.68,444528,,,,,
 07/02  17:00:00,0,4184138.297,1304689.68,444528,,,,,
 07/02  18:00:00,0,3298509.536,1014758.64,395136,,,,,
 07/02  19:00:00,0,2219677.508,724827.6,296352,,,,,
 07/02  20:00:00,0,1581751.514,724827.6,296352,,,,,
 07/02  21:00:00,0,743208.4393,434896.56,246960,,,,,
 07/02  22:00:00,0,162569.5881,434896.56,246960,,,,,
 07/02  23:00:00,0,0,144965.52,197568,,,,,
 07/02  24:00:00,0,0,72482.76,197568,,,,,
 07/03  01:00:00,0,0,72482.76,197568,,,,,
 07/03  02:00:00,0,0,72482.76,197568,,,,,
 07/03  03:00:00,0,0,72482.76,197568,,,,,
 07/03  04:00:00,0,0,72482.76,197568,,,,,
 07/03  05:00:00,0,0,72482.76,197568,,,,,
 07/03  06:00:00,0,0,144965.52,197568,,,,,
 07/03  07:00:00,0,0,144965.52,197568,,,,,
 07/03  08:00:00,0,0,434896.56,197568,,,,,
 07/03  09:00:00,0,3414.21121,1304689.68,444528,,,,,
 07/03  10:00:00,0,648049.8515,1304689.68,444528,,,,,
 07/03  11:00:00,0,1373297.416,1304689.68,444528,,,,,
 07/03  12:00:00,0,1869842.408,1304689.68,444528,,,,,
 07/03  13:00:00,0,1519073.197,1304689.68,395136,,,,,
 07/03  14:00:00,0,1444229.007,1304689.68,444528,,,,,
 07/03  15:00:00,0,1608782.614,1304689.68,444528,,,,,
 07/03  16:00:00,0,1204221.409,1304689.68,444528,,,,,
 07/03  17:00:00,0,994245.9414,1304689.68,444528,,,,,
 07/03  18:00:00,0,971164.6755,1014758.64,395136,,,,,
 07/03  19:00:00,0,657736.6965,724827.6,296352,,,,,
 07/03  20:00:00,0,462378.6044,724827.6,296352,,,,,
 07/03  21:00:00,0,145168.4524,434896.56,246960,,,,,
 07/03  22:00:00,0,14109.70424,434896.56,246960,,,,,
 07/03  23:00:00,0,0,144965.52,197568,,,,,
 07/03  24:00:00,0,0,72482.76,197568,,,,,
 07/04  01:00:00,0,0,72482.76,197568,,,,,
 07/04  02:00:00,0,0,72482.76,197568,,,,,
 07/04  03:00:00,0,0,72482.76,197568,,,,,
 07/04  04:00:00,0,0,72482.76,197568,,,,,
 07/04  05:00:00,0,0,72482.76,197568,,,,,
 07/04  06:00:00,53589.37281,0,144965.52,197568,,,,,
 07/04  07:00:00,209922.6882,0,144965.52,197568,,,,,
 07/04  08:00:00,45938.15098,0,434896.56,197568,,,,,
 07/04  09:00:00,0,0,1304689.68,444528,,,,,
 07/04  10:00:00,0,0,1304689.68,444528,,,,,
 07/04  11:00:00,0,0,1304689.68,444528,,,,,
 07/04  12:00:00,0,809214.033,1304689.68,444528,,,,,
 07/04  13:00:00,0,2159089.5,1304689.68,395136,,,,,
 07/04  14:00:00,0,2873998.55,1304689.68,444528,,,,,
 07/04  15:00:00,0,2973254.304,1304689.68,444528,,,,,
 07/04  16:00:00,0,2857038.896,1304689.68,444528,,,,,
 07/04  17:00:00,0,2709791.122,1304689.68,444528,,,,,
 07/04  18:00:00,0,2236699.483,1014758.64,395136,,,,,
 07/04  19:00:00,0,1591702.216,724827.6,296352,,,,,
 07/04  20:00:00,0,1003907.105,724827.6,296352,,,,,
 07/04  21:00:00,0,198646.0732,434896.56,246960,,,,,
 07/04  22:00:00,0,0,434896.56,246960,,,,,
 07/04  23:00:00,0,0,144965.52,197568,,,,,
 07/04  24:00:00,0,0,72482.76,197568,,,,,
 07/05  01:00:00,0,0,72482.76,197568,,,,,
 07/05  02:00:00,0,0,72482.76,197568,,,,,
 07/05  03:00:00,0,0,72482.76,197568,,,,,
 07/05  04:00:00,0,0,72482.76,197568,,,,,
 07/05  05:00:00,0,0,72482.76,197568,,,,,
 07/05  06:00:00,2859676.971,0,144965.52,197568,,,,,
 07/05  07:00:00,1890135.568,0,144965.52,197568,,,,,
 07/05  08:00:00,1039724.666,0,434896.56,197568,,,,,
 07/05  09:00:00,37855.6042,0,1304689.68,444528,,,,,
 07/05  10:00:00,0,0,1304689.68,444528,,,,,
 07/05  11:00:00,0,0,1304689.68,444528,,,,,
 07/05  12:00:00,0,591431.4529,1304689.68,444528,,,,,
 07/05  13:00:00,0,2006080.744,1304689.68,395136,,,,,
 07/05  14:00:00,0,3030605.238,1304689.68,444528,,,,,
 07/05  15:00:00,0,3346456.961,1304689.68,444528,,,,,
 07/05  16:00:00,0,3418806.323,1304689.68,444528,,,,,
 07/05  17:00:00,0,3233275.39,1304689.68,444528,,,,,
 07/05  18:00:00,0,2478296.154,1014758.64,395136,,,,,
 07/05  19:00:00,0,1596378.648,724827.6,296352,,,,,
 07/05  20:00:00,0,1028131.797,724827.6,296352,,,,,
 07/05  21:00:00,0,357968.7203,434896.56,246960,,,,,
 07/05  22:00:00,0,22472.67346,434896.56,246960,,,,,
