HOY,x,y,z
6278.0,-84687.9552418221,-129998.875710536,126207.141441979
6279.0,-128688.191179483,-109328.09388393,107176.104326754
6280.0,-163914.784272233,-80967.5579451394,81093.7609029689
6281.0,-187965.768815224,-46853.4507563022,49735.5396666057
6282.0,-199201.128808053,-9314.27704853574,15236.6178878587
6295.0,196842.525138986,-23065.6298526811,26851.3876067306
6296.0,181033.941428837,-59779.8146698816,60440.7628076865
6297.0,152881.861616985,-92227.485165483,90117.8526629197
6298.0,114305.621074492,-118198.830616119,113856.319243847
6299.0,67935.3235510051,-135925.587939708,130034.712124359
6300.0,16932.5214717789,-144201.61173517,137547.027919861
6301.0,-35225.3414852755,-142465.118848342,135878.126380862
6302.0,-84982.0285682921,-130836.999358121,125138.860548516
6303.0,-128944.983038987,-110112.581336869,106058.52526038
6304.0,-164116.643673771,-81707.4103949922,79935.1384298585
6305.0,-188098.83076802,-47560.7404428162,48546.9446230621
6306.0,-199256.266704479,-10003.3155163788,14031.1744937248
6319.0,196811.300934713,-24209.5330021789,26061.6641103801
6320.0,180923.360555297,-60909.8937331867,59638.2633113169
6321.0,152699.564122876,-93329.0123444773,89289.0730800137
6322.0,114064.178015648,-119259.051775523,112989.565284666
6323.0,67651.3701341608,-136934.599280993,129120.903182733
6324.0,16625.6109208961,-145153.040018417,136580.320818626
6325.0,-35534.084374882,-143356.558437915,134856.31613119
6326.0,-85271.3614711817,-131670.176117269,124063.530636922
6327.0,-129195.007652214,-110893.232201648,104934.937221193
6328.0,-164310.174218884,-82444.8870244414,78771.8684029211
6329.0,-188222.575321549,-48267.3643236299,47355.2920017774
6330.0,-199301.740150732,-10693.5289906761,12824.3834399837
6343.0,196770.744293788,-25352.5563468067,25268.9943755288
6344.0,180804.453242788,-62037.3583618829,58831.2489673286
6345.0,152510.520452567,-94426.4423498331,88454.4410215829
6346.0,113818.034731032,-120314.046459031,112115.945318317
6347.0,67365.0874066438,-137937.685528104,128199.609632187
6348.0,16318.9037497318,-146098.322885998,135605.94909629
6349.0,-35840.1038425507,-144242.125269078,133827.113300761
6350.0,-85555.6372033047,-132498.226475955,122981.514559966
6351.0,-129437.988541138,-111669.924796767,103805.756190631
6352.0,-164495.158746667,-83179.9142708576,77604.4110267039
6353.0,-188336.859596925,-48973.2839244397,46161.0742815227
6354.0,-199337.490400532,-11384.8986330879,11616.7553099811
6367.0,196720.890291878,-26494.1895395155,24473.4395501569
6368.0,180677.340476216,-63161.7133693528,58019.7949211239
6369.0,152314.929178895,-95519.3111072177,87614.0602576485
6370.0,113567.453714996,-121363.39551246,111235.604400652
6371.0,67076.7837133567,-138934.483159567,127271.027637304
6372.0,16012.7329222693,-147037.159328148,134624.166333794
6373.0,-36143.0652352951,-145121.583414894,132790.831244297
6374.0,-85834.5424722591,-133320.977675637,121893.183690436
6375.0,-129673.655355497,-112442.543263341,102671.405811042
6376.0,-164671.388475867,-83912.4229831271,76433.2328671951
6377.0,-188441.550770728,-49678.4633883114,44964.7886517803
6378.0,-199363.46974744,-12077.4061689819,10408.8035090989
6391.0,196661.785269081,-27633.9217065427,23675.0625320058
6392.0,180542.153911701,-64282.4651838143,57203.9800260046
6393.0,152112.998218487,-96607.1581115784,86768.0400527
6394.0,113312.704835275,-122406.684983958,110348.694573845
6395.0,66786.7722946434,-139924.635055691,126335.361443245
6396.0,15707.4334828572,-147969.255420347,133635.234813763
6397.0,-36442.6347783487,-145994.704154251,131747.792123149
6398.0,-86107.7677624436,-134138.26371311,120798.917789032
6399.0,-129901.744160981,-113210.977507357,101532.31719883
6400.0,-164838.6632393,-84642.3483128341,75258.8066180267
6401.0,-188536.526239404,-50382.8693278368,43766.9367430771
6402.0,-199379.641607796,-12771.0337153567,9201.04397272933
6415.0,196593.486818898,-28771.2417635762,22873.9281228599
6416.0,180399.035778023,-65399.1221539969,56383.88698774
6417.0,151904.944652383,-97689.5267058877,85916.4952854584
6418.0,113054.065085044,-123443.506361204,109455.374947957
6419.0,66495.3709868172,-140907.790682464,125392.823408329
6420.0,15403.3422258216,-148894.324445838,132639.425496689
6421.0,-36738.479913714,-146861.266029134,130698.326821538
6422.0,-86375.0076583984,-134949.925333162,119699.104861254
6423.0,-130121.997725019,-113975.123132835,100388.928746676
6424.0,-164996.791712305,-85369.6295971443,74081.6108564919
6425.0,-188621.673774533,-51086.4706704661,42568.0243484366
6426.0,-199385.98059198,-13465.7636039312,7993.99486725072
6439.0,196516.063763619,-29905.6387369183,22070.1031848533
6440.0,180248.138763645,-66511.194857113,55559.6025086653
6441.0,151690.994532341,-98765.9643593929,85059.5465656167
6442.0,112791.818321781,-124473.456805444,108555.811777029
6443.0,66202.9019114957,-141883.606269932,124443.634028969
6444.0,15100.7973566337,-149812.087010695,131637.017987699
6445.0,-37030.2696437912,-147721.05489311,129642.774852187
6446.0,-86635.9611695287,-135755.810011824,118594.141003109
6447.0,-130334.165800157,-114734.881365671,99241.6859146533
6448.0,-165145.591635143,-86094.210233194,72902.1297891981
6449.0,-188696.891668805,-51789.2384968095,41368.5611358645
6450.0,-199382.472563776,-14161.578199273,6788.17628388409
6463.0,196429.596115922,-31036.6020897271,21263.6567988625
6464.0,180089.625889052,-67618.196409145,54731.2174313309
6465.0,151471.382672609,-99836.0229453428,84197.3203475324
6466.0,112526.254992689,-125496.139382295,107650.178529624
6467.0,65909.6911535341,-142851.7449849,123488.021956847
6468.0,14800.1381445201,-150722.271151282,130628.300493816
6469.0,-37317.6748801833,-148573.863950897,128581.484251183
6470.0,-86890.3320562383,-136555.771930046,117484.43023544
6471.0,-130538.005404966,-115490.158967991,98091.0410100793
6472.0,-165284.890029235,-86816.0375438124,71720.852987224
6473.0,-188762.08887255,-52491.1458718013,40169.0603516766
6474.0,-199369.114687639,-14858.4597118577,5584.10992533365
6487.0,196334.17502642,-32163.6220533721,20454.6604250227
6488.0,179923.670364181,-68719.642777427,53898.826881708
6489.0,151246.352426907,-100899.259018138,83329.949040825
6490.0,112257.671846508,-126511.163289195,106738.655953766
6491.0,65616.068427422,-143811.877097864,122526.224008238
6492.0,14501.7045663805,-151624.612433969,129613.569771526
6493.0,-37600.3687977021,-149419.493788802,127514.811461944
6494.0,-87137.8291574381,-137349.671937597,116370.384326784
6495.0,-130733.28110242,-116240.868142865,96937.4529559582
6496.0,-165414.523407097,-87535.0626344622,70538.2751106353
6497.0,-188817.185120641,-53192.1676686011,38970.038514645
6498.0,-199345.915463664,-15556.3900060053,4382.31878517114
6511.0,196229.902716982,-33286.189963891,19643.1880653715
6512.0,179750.455430744,-69815.0530954881,53062.5304119042
6513.0,151016.155450477,-101955.234089811,82457.5711178128
6514.0,111986.371631551,-127518.144079406,105821.432136141
6515.0,65322.3667320419,-144763.680143998,121558.485165334
6516.0,14205.8369420073,-152518.854046937,128593.131064556
6517.0,-37878.027193566,-150257.75239591,126443.121208126
6518.0,-87378.1667193719,-138137.377507097,115252.422604574
6519.0,-130919.765275601,-116986.926429234,95781.3870479143
6520.0,-165534.337975825,-88251.2402412644,69354.895622327
6521.0,-188862.111049582,-53892.2803851771,37772.0151008758
6522.0,-199312.89475005,-16255.3504026512,3183.32681995433
6535.0,196116.892399615,-34403.7986034918,18829.3164285972
6536.0,179570.174189272,-70903.9499800521,52222.4321423335
6537.0,150781.051447051,-103003.514905718,81580.3312176984
6538.0,111712.662779903,-128516.703882418,104898.702555477
6539.0,65028.9219937573,-145706.839078086,120585.05856947
6540.0,13912.8755606087,-153404.746883917,127567.29803173
6541.0,-38150.3288517189,-151088.455175863,125366.786355386
6542.0,-87611.0647256288,-138918.762677991,114130.971754636
6543.0,-131097.238400591,-117728.256586978,94623.314699546
6544.0,-165644.189833936,-88964.5285700897,68171.2184910958
6545.0,-188896.808304588,-54591.4619535559,36575.5122194252
6546.0,-199270.083772867,-16955.3214769974,1987.65861409519
6559.0,195995.268180749,-35515.9425470247,18013.1250967984
6560.0,179383.029410756,-71985.8598500894,51378.64090323
6561.0,150541.307900658,-104043.673719306,80698.3802473754
6562.0,111436.859077744,-129506.471620594,103970.670129952
6563.0,64736.0726978672,-146641.046423191,119606.205506103
6564.0,13623.1602987256,-154282.049619723,126536.392664768
6565.0,-38416.9559121238,-151911.424949103,124286.187761871
6566.0,-87836.2492281702,-139693.70799043,113006.465608882
6567.0,-131265.489316334,-118464.786472049,93463.7131761584
6568.0,-165743.945161351,-89674.8891266723,66987.7518839845
6569.0,-188921.229636441,-55289.6915417563,35381.0542787023
6570.0,-199217.525122939,-17656.282851087,795.839037578513
6583.0,195865.164950781,-36622.1185132595,17194.6966941613
6584.0,179189.233332792,-73060.3132477299,50531.2703753806
6585.0,150297.199792251,-105075.288565765,79811.8754787119
6586.0,111159.279321836,-130487.083221882,103037.545258492
6587.0,64444.1595085177,-147566.00241293,118622.195381421
6588.0,13337.030229703,-155150.528777439,125500.745195927
6589.0,-38677.5942448428,-152726.491945477,123201.714117375
6590.0,-88053.4526791451,-140462.100408949,111879.344921161
6591.0,-131424.315491242,-119196.448901669,92303.0653168699
6592.0,-165833.480402286,-90382.2865377833,65805.0078479339
6593.0,-188935.338987914,-55986.949348492,34189.1676437365
6607.0,195726.728258768,-37721.825720786,16374.1170573822
6608.0,178989.007440192,-74126.8451608458,49680.4392298905
6609.0,150049.009301182,-106097.94353435,78920.9806421319
6610.0,110880.246962276,-131458.181828387,102099.545855794
6611.0,64153.5248772499,-148481.415127171,117633.305690424
6612.0,13054.8232249358,-156009.958787102,124460.693995384
6613.0,-38931.9338286307,-153533.493787109,122113.761771091
6614.0,-88262.414263198,-141223.83323594,110750.057131268
6615.0,-131573.523286233,-119923.181509592,91141.859245159
6616.0,-165912.682440782,-91086.6883635485,64623.5019808279
6617.0,-188939.111569517,-56683.216390771,33000.3802844542
6631.0,195580.114172181,-38814.5662482787,15551.4754076438
6632.0,178782.582230066,-75184.9953470259,48826.271266783
6633.0,149797.025491608,-107111.229039131,78025.8660162983
6634.0,110600.089731709,-132419.418000573,101156.897380888
6635.0,63864.5126404321,-149387.000620945,116639.821976364
6636.0,12776.8755471965,-156860.122035771,123416.585458253
6637.0,-39179.6691337027,-154332.275461471,121022.734547928
6638.0,-88462.8802299263,-141978.806014894,109619.056117131
6639.0,-131712.92821389,-120644.926591526,89980.5880679149
6640.0,-165981.448768567,-91788.0649010366,63443.7530920948
6641.0,-188932.533924357,-57378.4742845699,31815.2214151748
6655.0,195425.489121671,-39899.8453988355,14726.864523885
6656.0,178570.196961422,-76234.3086586627,47968.8955521664
6657.0,149541.543984014,-108114.742087871,77126.708513656
6658.0,110319.139261222,-133370.449916859,100209.832859045
6659.0,63577.4676058986,-150282.483046419,115642.037781352
6660.0,12503.5214364279,-157700.808908858,122368.773881169
6661.0,-39420.49950827,-155122.689284613,119929.043553377
6662.0,-88654.6042260791,-142726.924423468,108486.801935235
6663.0,-131842.355193346,-121361.630940805,88819.7495631418
6664.0,-166039.687644951,-92486.3889793032,62266.2828530502
6665.0,-188915.603981847,-58072.7050188365,30634.2211255524
6679.0,195263.029730842,-40977.1720680274,13900.380917074
6680.0,178352.099389415,-77274.3353687715,47108.4465537011
6681.0,149282.866612047,-109108.086548734,76223.6917615762
6682.0,110037.730683276,-134310.943568349,99258.5928968093
6683.0,63292.7351292138,-151167.594767705,114640.254588038
6684.0,12235.0926884638,-158531.817822599,121317.621328341
6685.0,-39654.1295683629,-155904.594854544,118833.106966939
6686.0,-88837.3476270276,-143468.100156445,107353.760549386
6687.0,-131961.638800488,-122073.2456745,87659.8458564856
6688.0,-166087.318248392,-93181.6357461385,61091.6154372373
6689.0,-188888.331100037,-58765.890723116,29457.9100032861
6703.0,195092.922631057,-42046.0591152401,13072.1250051445
6704.0,178128.545484388,-78304.6314971761,46245.0642740159
6705.0,149021.301064989,-110090.873414458,75317.0061788157
6706.0,109756.202222079,-135240.572948376,98303.4256899574
6707.0,63010.6606800448,-152042.076468327,113634.781752172
6708.0,11971.9182272067,-159352.955247586,120263.497487067
6709.0,-39880.2695903815,-156677.858994747,117735.349824174
6710.0,-89010.8798669791,-144202.25079871,106220.403547963
6711.0,-132070.623513001,-122779.726050157,86501.3830868359
6712.0,-166124.27081937,-93873.7824468083,59920.2771510786
6713.0,-188850.736096318,-59458.0134291593,28286.8187489614
6727.0,194915.36426134,-43106.0237378579,12242.2012881898
6728.0,177899.799135952,-79324.7591366078,45378.8943817176
6729.0,148757.160516215,-111062.72106361,74406.8490469787
6730.0,109474.894771873,-136159.020236617,97344.5870240959
6731.0,62731.5893992234,-152905.677251139,112625.936425931
6732.0,11714.3236709042,-160164.035723259,119206.779512626
6733.0,-40098.6359057529,-157442.355687902,116636.203787426
6734.0,-89174.9787673464,-144929.299688389,105087.207849845
6735.0,-132169.163949758,-123481.031273461,85344.8710612683
6736.0,-166150.486794181,-94562.8081951515,58752.7960551971
6737.0,-188802.851266255,-60149.0548269378,27121.4777834522
6751.0,194730.560653487,-44156.5878477534,11410.718523491
6752.0,177666.131842384,-80334.2867782281,44510.08833959
6753.0,148490.763238099,-112023.255518512,73493.4245766308
6754.0,109194.15146373,-137065.975977403,96382.3402676964
6755.0,62455.8656471545,-153758.1547305,111614.043471852
6756.0,11462.6308932201,-160964.881863308,118147.851862558
6757.0,-40308.9512969933,-158197.965999858,115536.106905349
6758.0,-89329.430862632,-145649.175770367,103954.655399222
6759.0,-132257.125103998,-124177.124297117,84190.8228996698
6760.0,-166165.918929247,-95248.693737443,57589.7015768423
6761.0,-188744.720390301,-60838.996015542,25962.4168483569
6775.0,194538.727202557,-45197.2784495121,10577.7898998885
6776.0,177427.822385689,-81332.7896360521,43638.8035295426
6777.0,148222.432203877,-112972.110699389,72576.9439677101
6778.0,108914.317221488,-137961.139251932,95416.9563572751
6779.0,62183.8325443175,-154599.275116494,110599.435367251
6780.0,11217.1575798713,-161755.324351933,117087.106120312
6781.0,-40510.9453944087,-158944.577993985,114435.503361349
6782.0,-89474.0317231205,-146361.813440432,102823.232849577
6783.0,-132334.382569725,-124867.97161134,83039.75466943
6784.0,-166170.531415498,-95931.4212095072,56431.5241138768
6785.0,-188676.39872817,-61527.8172495122,24810.1646000061
6799.0,194340.088422931,-46227.628019766,9743.53321097225
6800.0,177185.156492748,-82319.8499697101,42765.2033738272
6801.0,147952.494677054,-113908.928674264,71657.6254638523
6802.0,108635.738307579,-138844.217844018,94448.7137744618
6803.0,61915.8315046782,-155428.813291031,109582.452098984
6804.0,10978.2167817002,-162535.201930917,116024.940808302
6805.0,-40704.3550725973,-159682.086636008,113334.843211143
6806.0,-89608.5862736337,-147067.152380321,101693.431237146
6807.0,-132400.822760688,-125553.54302637,81892.1850106484
6808.0,-166164.299982416,-96610.9738875965,55278.7946308862
6809.0,-188597.953000625,-62215.4976811819,23665.2481976637
6823.0,194134.877690196,-47247.1748869597,8908.07102652026
6824.0,176938.426483014,-83295.0574049262,41889.4574520269
6825.0,147681.281789035,-114833.359904117,70735.6944002032
6826.0,108358.761859547,-139714.928399028,93477.8985146777
6827.0,61652.2017629244,-156246.552875601,108563.441048429
6828.0,10746.1164651285,-163304.361377525,114961.761190392
6829.0,-40888.9248458602,-160410.393689531,112234.582109613
6830.0,-89732.9091075393,-147765.137384019,100565.745644231
6831.0,-132456.343121314,-126233.811447501,80748.6347523327
6832.0,-166147.211991264,-97287.335933638,54132.0442479806
6833.0,-188509.461358475,-62902.0150997126,22528.1928865402
6847.0,193923.336969161,-48255.4636108272,8071.53086157183
6848.0,176687.930903305,-84258.0092510793,41011.7416132754
6849.0,147409.128105709,-115745.063482759,69811.3832443308
6850.0,108083.73541815,-140572.996575652,92504.804047147
6851.0,61393.2798964956,-157052.286290536,107542.756866588
6852.0,10521.1590609651,-164062.657473217,113897.979063896
6853.0,-41064.4072615496,-161129.40760241,111135.181027224
6854.0,-89846.82479517,-148455.718175682,99440.6748527412
6855.0,-132500.852328906,-126908.752643141,79609.6265201361
6856.0,-166119.266517057,-97960.4921354804,52991.8038229452
6857.0,-188411.013338563,-63587.3456675098,21399.5215763407
6871.0,193705.716528344,-49252.0453608106,7234.04534250053
6872.0,176433.974150282,-85208.3108151791,40132.2380831351
6873.0,147136.371183788,-116643.707370909,68884.9316297562
6874.0,107811.006448018,-141418.157190109,91529.7312659619
6875.0,61139.3993434709,-157845.814805578,106520.7613392
6876.0,10303.6410126668,-164809.952963233,112834.012541162
6877.0,-41230.563290354,-161839.043384257,110037.105956258
6878.0,-89950.1681857652,-149138.849219612,98318.7209884381
6879.0,-132534.270486408,-127578.34500649,78475.6843362359
6880.0,-166080.474418805,-98630.4276428371,51858.6035274342
6881.0,-188302.70980656,-64271.4636547852,20279.7544161176
6895.0,193482.274641336,-50236.4782926103,6395.75236939785
6896.0,176176.866081282,-86145.5757115193,39251.1355645766
6897.0,146863.351117801,-117528.968623898,67956.586381692
6898.0,107540.921851886,-142250.154352451,90552.988431915
6899.0,60890.8899174278,-158626.948581608,105497.823241769
6900.0,10093.8523251837,-165546.11850708,111770.285820862
6901.0,-41387.162712442,-162539.222475304,108940.827607181
6902.0,-90042.7847020053,-149814.489522751,97200.3891563492
6903.0,-132556.529305016,-128242.569311463,77347.3332119666
6904.0,-166030.858397573,-99297.1276996744,50732.9724179416
6905.0,-188184.662886382,-64954.3411730778,19169.4083662007
6919.0,193253.277275475,-51208.3279220338,5556.79527406236
6920.0,175916.92161421,-87069.4261663172,38368.6293324143
6921.0,146590.41007865,-118400.53361243,67026.6015345043
6922.0,107273.827479516,-143068.74159457,89574.8911048244
6923.0,60648.077320464,-159395.506703373,104474.318184452
6924.0,9892.07611555029,-166271.032620017,110707.22894914
6925.0,-41533.984498364,-163229.872606964,107846.821095496
6926.0,-90124.5306261865,-150482.602430187,96086.187067902
6927.0,-132567.572275901,-128901.408463524,76225.0987339045
6928.0,-165970.453041876,-99960.5773738264,49615.4380023566
6929.0,-188056.995876083,-65635.9479085829,18068.9967680727
6943.0,193018.997768332,-52167.1674952583,4717.32297286158
6944.0,175654.460317267,-87979.4933165518,37484.9213206117
6945.0,146317.891844758,-119258.098235827,66095.2383404383
6946.0,107010.067632465,-143873.681989531,88595.7620660869
6947.0,60411.2826556215,-160151.317203074,103450.628446728
6948.0,9698.58816649521,-166984.581605642,109645.277570744
6949.0,-41670.8171835494,-163910.927654405,106755.565619445
6950.0,-90195.2733770523,-151143.155414232,94976.6246603245
6951.0,-132567.354830296,-129554.847246155,75109.5066441245
6952.0,-165899.304859975,-100620.761284676,48506.5258029178
6953.0,-187919.843150077,-66316.2508561775,16979.028913071
6967.0,192779.71649254,-53112.5783546028,3877.49011371379
6968.0,175389.805989346,-88875.4175022531,36600.2202017921
6969.0,146046.141326849,-120101.368127162,65162.7652691467
6970.0,106749.984565908,-144664.748261881,87615.9312311694
6971.0,60180.8219400062,-160894.2170747,102427.142801821
6972.0,9513.65648434634,-167686.659479685,108584.872670377
6973.0,-41797.45923523,-164582.327481503,105667.544128982
6974.0,-90254.8917762799,-151796.119857642,93872.213708937
6975.0,-132555.844487203,-130202.872063694,74001.0824153937
6976.0,-165817.472298609,-101277.663329768,47406.7589164484
6977.0,-187773.35004758,-66995.2140550661,15900.0096108473
6991.0,192535.720509541,-54044.1502989047,3037.45721640536
6992.0,175123.28623195,-89756.8485514455,35714.7414583314
6993.0,145775.504087465,-120930.058849679,64229.4579975458
6994.0,106493.917988791,-145441.722888558,86635.7355518181
6995.0,59957.0056199419,-161624.052278981,101404.256330844
6996.0,9337.54086251768,-168377.167885191,107526.460304443
6997.0,-41913.7194105713,-165244.017778585,104583.242986449
6998.0,-90303.2763036069,-152441.470831598,92773.4674329541
6999.0,-132533.020987951,-130845.470681346,72900.3508220931
7000.0,-165725.025747728,-101931.266411248,46316.6575727788
7001.0,-187617.672747176,-67672.7983270147,14832.4387585101
7015.0,192287.30321287,-54961.481937533,2197.39080548085
7016.0,174855.23201356,-90623.4460569547,34828.7074443802
7017.0,145506.325856381,-121743.896083934,63295.599389538
7018.0,106242.204563618,-146204.398190048,85655.5189077051
7019.0,59740.1380895335,-162340.677738882,100382.370226669
7020.0,9170.49245196689,-169056.015999236,106470.491323439
7021.0,-42019.4171047894,-165895.949893367,103503.151619412
7022.0,-90340.3293395754,-153079.18686908,91680.9000954852
7023.0,-132498.876416883,-131482.631963174,71807.835507696
7024.0,-165622.047530817,-102581.55216308,45236.7386922726
7025.0,-187452.978127455,-68348.9610181284,13776.8109114633
7039.0,192034.763961645,-55864.1810371085,1357.4635348975
7040.0,174585.977227409,-91474.8796442912,33942.3474381623
7041.0,145238.952043092,-122542.615805046,62361.4794651429
7042.0,105995.177407205,-146952.576411458,84675.6319873065
7043.0,59530.5172140331,-163043.957325563,99361.8915875174
7044.0,9012.7533399566,-169723.120431384,105417.42108526
7045.0,-42114.3826880179,-166538.080655551,102427.762166185
7046.0,-90365.9653948727,-153709.249734314,90595.0265984112
7047.0,-132453.415307406,-132114.345608902,70724.0585496572
7048.0,-165508.631880396,-103228.500679967,44167.5154434292
7049.0,-187279.44361367,-69023.655745187,12733.6148569102
7063.0,191778.407704925,-56751.8648599665,517.854303664265
7064.0,174315.858243637,-92310.8292298061,33055.8976839189
7065.0,144973.727247608,-123325.964449476,61427.3953586072
7066.0,105753.165593776,-147686.069793165,83696.4321577925
7067.0,59328.4338594406,-163733.763834738,98343.2332003389
7068.0,8864.55613852046,-170378.405114097,104367.709159699
7069.0,-42198.4578296842,-167170.372195537,101357.569114506
7070.0,-90380.1113252515,-154331.644188978,89516.3620728744
7071.0,-132396.654732708,-132740.601890409,69649.5400226016
7072.0,-165384.884898321,-103872.090248958,43109.4968015335
7073.0,-187097.257010404,-69696.8321475388,11703.3331910415
7088.0,174045.213456855,-93130.9852683406,32169.6014228614
7089.0,144710.99477078,-124093.699070804,60493.6512650372
7090.0,105516.493661781,-148404.700630739,82718.2833237258
7091.0,59134.1714297571,-164409.978953402,97326.8133139984
7092.0,8726.12358399253,-171021.801185341,103321.819024438
7093.0,-42271.4958091634,-167792.791757751,100293.068933978
7094.0,-90382.706531028,-154946.357755867,88445.4214661054
7095.0,-132328.62438042,-133361.391388763,68584.7975606758
7096.0,-165250.924500536,-104512.297084712,42063.187109334
7097.0,-186906.61632028,-70368.4356455497,10686.4419009297
7112.0,173774.382830149,-93935.0489895953,31283.7089125155
7113.0,144451.096125426,-124845.587483904,59560.5583751681
7114.0,105285.48112583,-149108.301323843,81741.5557744081
7115.0,58948.0054133293,-165072.493216919,96313.0554023716
7116.0,8597.66814898529,-171653.246863626,102280.217752872
7117.0,-42333.3618114931,-168405.31150909,99234.7597027551
7118.0,-90373.703140179,-155553.380480753,87382.7191253559
7119.0,-132249.366610551,-133976.704732703,67530.3459199951
7120.0,-165106.880345942,-105149.095069408,41029.0856407421
7121.0,-186707.729548732,-71038.4072066409,9683.40995212781
7136.0,173503.707436576,-94722.7326224607,30398.477433859
7137.0,144194.370549519,-125581.408397025,58628.4347978654
7138.0,105060.441995125,-149796.714413841,80766.6260197063
7139.0,58770.2029397048,-165721.205956448,95302.3879174415
7140.0,8479.39166815823,-172272.687315778,101243.375694107
7141.0,-42383.9332069503,-169007.908343006,98183.140729103
7142.0,-90353.066174079,-156152.704693155,86328.7683796947
7143.0,-132158.936496061,-134586.532339431,66486.6965420726
7144.0,-164952.893749089,-105782.455498254,40007.6861685547
7145.0,-186500.814494949,-71706.6831198769,8694.69888301873
7160.0,173233.528999216,-95493.7596065658,29514.171285694
7161.0,143941.154522709,-126300.951531246,57697.6054699965
7162.0,104841.684299787,-150469.792609862,79793.8766142416
7163.0,58601.0223484016,-166356.02523675,94295.2440325163
7164.0,8371.48497911737,-172880.074517699,100211.766145494
7165.0,-42423.0998133308,-169600.563679758,97138.7121684059
7166.0,-90320.7736949664,-156744.324766752,85284.0811204385
7167.0,-132057.401845436,-135190.864158608,65454.3571191548
7168.0,-164789.117576434,-106412.346831591,38999.4765371713
7169.0,-186286.098529053,-72373.1947801145,7720.76240687663
7184.0,172964.189430835,-96247.8647903619,28631.0617656832
7185.0,143691.781287414,-127004.017726844,56768.402053338
7186.0,104629.509626427,-151127.39880309,78823.6959698359
7187.0,58440.7127709655,-166976.86778441,93292.0613757098
7188.0,8274.12757974508,-173475.367108446,99185.8650180754
7189.0,-42450.7641398051,-170183.263263371,96101.9746361999
7190.0,-90276.8169342509,-157328.236880188,84249.1673809974
7191.0,-131944.843206728,-135789.689420416,64433.8311623551
7192.0,-164615.716125929,-107038.734454511,38004.938241289
7193.0,-186063.818355689,-73037.8684826484,6762.04602264611
7208.0,172696.030374226,-96984.7946150385,27749.4271375662
7209.0,143446.580375738,-127690.419036109,55841.1628182109
7210.0,104424.212664297,-151769.406069092,77856.4781561352
7211.0,58289.5137276542,-167583.658906527,92293.2817538442
7212.0,8187.48730318479,-174058.530237916,98166.1504953544
7213.0,-42466.8416112726,-170755.996955828,95073.4288178585
7214.0,-90221.2004008432,-157904.438778955,83224.5349168987
7215.0,-131821.353852493,-136382.996388548,63425.6175734782
7216.0,-164432.864989762,-107661.580444924,37024.5460115298
7217.0,-185834.219764148,-73700.6252292858,5818.98663538108
7232.0,172429.392744254,-97704.3072836622,26869.5525840578
7233.0,143205.877143418,-128359.978802192,54916.2325135743
7234.0,104226.080763319,-152395.697658,76892.6226893692
7235.0,58147.6547400366,-168176.332399968,91299.3508669635
7236.0,8111.72001170197,-174629.535408475,97153.1026857713
7237.0,-42471.260772196,-171318.758529052,94053.5750755093
7238.0,-90153.9419687234,-158472.929539105,82210.6887867622
7239.0,-131687.039745181,-136970.77211895,62430.2102214125
7240.0,-164240.750900089,-108280.843350967,36058.7674079162
7241.0,-185597.557365241,-74361.3805467297,4892.01218727266
7256.0,172164.616272646,-98406.1729149189,25991.7301450222
7257.0,142969.992311974,-129012.531723621,53993.9622233414
7258.0,104035.393505233,-153006.166972416,75932.5343092181
7259.0,58015.3549607391,-168754.830451268,90310.7180136627
7260.0,8046.96931054416,-175188.360310852,96147.2032693121
7261.0,-42463.9634689639,-171871.545455189,93042.9130528029
7262.0,-90075.0729430393,-159033.709333452,81208.1309349574
7263.0,-131542.019482546,-137553.002225113,61448.0975239378
7264.0,-164039.571557665,-108896.477978599,35108.0624221031
7265.0,-185354.094315134,-75020.0443181132,3981.54130015116
7280.0,171902.03905651,-99090.1736809299,25116.2586405132
7281.0,142739.241520194,-129647.923904126,53074.7092087154
7282.0,103852.42228906,-153600.717532911,74976.6227438227
7283.0,57892.8228215037,-169319.103527297,89327.835787454
7284.0,7993.36628284903,-175734.988654635,95148.9351386741
7285.0,-42444.9050098878,-172414.358695723,92041.9412781165
7286.0,-89984.6381040815,-159586.779200955,80217.359776692
7287.0,-131386.424222693,-138129.670650702,60479.762035769
7288.0,-163829.535443295,-109508.435190193,34172.8830892203
7289.0,-185104.102026376,-75676.5206284695,3087.98293029529
7304.0,171641.997111552,-99756.1039286365,24243.4435783554
7305.0,142513.934886038,-130266.012887484,52158.8367364145
7306.0,103677.429932,-154179.262931056,74025.3024629528
7307.0,57780.25570065,-169869.110256849,88351.1597643967
7308.0,7951.02924661005,-176269.409993701,94158.7820354113
7309.0,-42414.054302034,-172947.202489935,91051.1567667838
7310.0,-89882.695728566,-160132.140819906,79238.8697862345
7311.0,-131220.397588475,-138700.759450218,59525.6800436196
7312.0,-163610.861612104,-110116.66171488,33253.6731101352
7313.0,-184847.859866409,-76330.7076248731,2211.73603634118
7328.0,171384.823930906,-100403.77028431,23373.5970459815
7329.0,142294.376579985,-130866.667677137,51246.7138926493
7330.0,103510.670286817,-154741.726769912,73078.9924194339
7331.0,57677.8396109519,-170404.817303255,87381.1481823026
7332.0,7920.06353457757,-176791.619546915,93177.2281814983
7333.0,-42371.3939641695,-173470.084143196,90071.0546229225
7334.0,-89769.3175877188,-160669.796285554,78273.1510889526
